holeid,Depth,POR
Unknown-2,383,10.603737624968954
Unknown-2,384,10.577019457963232
Unknown-2,385,10.550301290957506
Unknown-2,386,10.523583123951786
Unknown-2,387,10.496864956946057
Unknown-2,388,10.470146789940335
Unknown-2,389,10.443428622934615
Unknown-2,390,10.416710455928891
Unknown-2,391,10.389992288923164
Unknown-2,392,10.368383312359672
Unknown-2,393,10.366182736073524
Unknown-2,394,10.41150713231885
Unknown-2,395,10.47236524936105
Unknown-2,396,10.533223366403254
Unknown-2,397,10.594081483445457
Unknown-2,398,10.654939600487658
Unknown-2,399,10.71579771752986
Unknown-2,400,10.776655834572066
Unknown-2,401,10.837513951614268
Unknown-2,402,10.89837206865647
Unknown-2,403,10.959230185698672
Unknown-2,404,11.020088302740874
Unknown-2,405,11.080946419783077
Unknown-2,406,11.141804536825282
Unknown-2,407,11.202610710393992
Unknown-2,408,11.262990436963698
Unknown-2,409,11.323370163533408
Unknown-2,410,11.378656757187494
Unknown-2,411,11.421921107313354
Unknown-2,412,11.465185457439217
Unknown-2,413,11.508449807565079
Unknown-2,414,11.548336574845898
Unknown-2,415,11.5804068468488
Unknown-2,416,11.611030391083071
Unknown-2,417,11.64110469645332
Unknown-2,418,11.669937185980704
Unknown-2,419,11.693302025123545
Unknown-2,420,11.716666864266386
Unknown-2,421,11.74003170340923
Unknown-2,422,11.763396542552071
Unknown-2,423,11.786761381694918
Unknown-2,424,11.81012622083776
Unknown-2,425,11.833491059980602
Unknown-2,426,11.856855899123444
Unknown-2,427,11.880220738266285
Unknown-2,428,11.903585577409126
Unknown-2,429,11.926950416551971
Unknown-2,430,11.950315255694816
Unknown-2,431,11.940228056704187
Unknown-2,432,11.905741362218256
Unknown-2,433,11.871254667732321
Unknown-2,434,11.83676797324639
Unknown-2,435,11.802281278760457
Unknown-2,436,11.767794584274524
Unknown-2,437,11.733307889788591
Unknown-2,438,11.698821195302658
Unknown-2,439,11.664334500816727
Unknown-2,440,11.629847806330794
Unknown-2,441,11.595361111844857
Unknown-2,442,11.560874417358926
Unknown-2,443,11.526387722872995
Unknown-2,444,11.492112477830041
Unknown-2,445,11.45788796841171
Unknown-2,446,11.423663458993381
Unknown-2,447,11.38943894957505
Unknown-2,448,11.355214440156722
Unknown-2,449,11.320989930738392
Unknown-2,450,11.286765421320062
Unknown-2,451,11.252481735992296
Unknown-2,452,11.214693301322264
Unknown-2,453,11.17690486665223
Unknown-2,454,11.139116431982197
Unknown-2,455,11.101327997312165
Unknown-2,456,11.06353956264213
Unknown-2,457,11.0257511279721
Unknown-2,458,10.987962693302066
Unknown-2,459,10.95017425863203
Unknown-2,460,10.912385823961998
Unknown-2,461,10.874597389291965
Unknown-2,462,10.836808954621931
Unknown-2,463,10.800653640176822
Unknown-2,464,10.767473088616786
Unknown-2,465,10.734292537056751
Unknown-2,466,10.701111985496713
Unknown-2,467,10.667931433936678
Unknown-2,468,10.63475088237664
Unknown-2,469,10.601570330816603
Unknown-2,470,10.568389779256565
Unknown-2,471,10.548741444748943
Unknown-2,472,10.53867083013424
Unknown-2,473,10.53393088157532
Unknown-2,474,10.530965793183485
Unknown-2,475,10.52800070479165
Unknown-2,476,10.525035616399816
Unknown-2,477,10.522070528007982
Unknown-2,478,10.519105439616146
Unknown-2,479,10.516140351224312
Unknown-2,480,10.513175262832474
Unknown-2,481,10.509948004838769
Unknown-2,482,10.506560263684973
Unknown-2,483,10.503172522531179
Unknown-2,484,10.499784781377382
Unknown-2,485,10.49639704022359
Unknown-2,486,10.496743296860533
Unknown-2,487,10.49968251663938
Unknown-2,488,10.50262173641823
Unknown-2,489,10.505560956197083
Unknown-2,490,10.508500175975938
Unknown-2,491,10.511439395754786
Unknown-2,492,10.51437861553364
Unknown-2,493,10.51731783531249
Unknown-2,494,10.520257055091342
Unknown-2,495,10.523196274870195
Unknown-2,496,10.526135494649045
Unknown-2,497,10.5290747144279
Unknown-2,498,10.53201393420675
Unknown-2,499,10.535161103729527
Unknown-2,500,10.540010080755293
Unknown-2,501,10.54485905778106
Unknown-2,502,10.549708034806827
Unknown-2,503,10.55448658701842
Unknown-2,504,10.55925093355387
Unknown-2,505,10.56401528008932
Unknown-2,506,10.568779626624767
Unknown-2,507,10.57354397316022
Unknown-2,508,10.578308319695667
Unknown-2,509,10.583072232571212
Unknown-2,510,10.58747899128701
Unknown-2,511,10.591885750002813
Unknown-2,512,10.596292508718612
Unknown-2,513,10.600699267434411
Unknown-2,514,10.605106026150214
Unknown-2,515,10.609512784866011
Unknown-2,516,10.613919543581813
Unknown-2,517,10.61832630229761
Unknown-2,518,10.622733061013411
Unknown-2,519,10.627139819729214
Unknown-2,520,10.63154657844501
Unknown-2,521,10.635953337160812
Unknown-2,522,10.640360095876607
Unknown-2,523,10.644766854592412
Unknown-2,524,10.649579865540558
Unknown-2,525,10.654424636776968
Unknown-2,526,10.659269408013376
Unknown-2,527,10.664170090375341
Unknown-2,528,10.670022223508639
Unknown-2,529,10.678655087407128
Unknown-2,530,10.687704684473154
Unknown-2,531,10.697433202207462
Unknown-2,532,10.707161719941768
Unknown-2,533,10.716890237676074
Unknown-2,534,10.726618755410382
Unknown-2,535,10.736347273144688
Unknown-2,536,10.746393932696845
Unknown-2,537,10.757101872242838
Unknown-2,538,10.767809811788833
Unknown-2,539,10.778517751334824
Unknown-2,540,10.78922569088082
Unknown-2,541,10.8088248276013
Unknown-2,542,10.843981148128778
Unknown-2,543,10.88239613306529
Unknown-2,544,10.921805388098297
Unknown-2,545,10.961360388561713
Unknown-2,546,11.00091538902513
Unknown-2,547,11.040470389488545
Unknown-2,548,11.080025389951961
Unknown-2,549,11.119580390415377
Unknown-2,550,11.159135390878792
Unknown-2,551,11.198690391342208
Unknown-2,552,11.238245391805622
Unknown-2,553,11.277800392269038
Unknown-2,554,11.317355392732455
Unknown-2,555,11.35691039319587
Unknown-2,556,11.396465393659286
Unknown-2,557,11.436020394122702
Unknown-2,558,11.47557539458612
Unknown-2,559,11.515130395049532
Unknown-2,560,11.55468539551295
Unknown-2,561,11.594240395976362
Unknown-2,562,11.633795396439778
Unknown-2,563,11.673350396903194
Unknown-2,564,11.712905397366612
Unknown-2,565,11.752460397830028
Unknown-2,566,11.792015398293442
Unknown-2,567,11.831570398756856
Unknown-2,568,11.871125399220274
Unknown-2,569,11.910680399683688
Unknown-2,570,11.950235400147104
Unknown-2,571,11.98979040061052
Unknown-2,572,12.029345401073932
Unknown-2,573,12.068900401537352
Unknown-2,574,12.108455402000766
Unknown-2,575,12.148010402464184
Unknown-2,576,12.1875654029276
Unknown-2,577,12.227120403391014
Unknown-2,578,12.266675403854432
Unknown-2,579,12.306230404317844
Unknown-2,580,12.34578540478126
Unknown-2,581,12.385340405244678
Unknown-2,582,12.42489540570809
Unknown-2,583,12.464450406171508
Unknown-2,584,12.504005406634922
Unknown-2,585,12.54356040709834
Unknown-2,586,12.583115407561754
Unknown-2,587,12.622670408025172
Unknown-2,588,12.662225408488588
Unknown-2,589,12.701780408952002
Unknown-2,590,12.741335409415418
Unknown-2,591,12.780890409878833
Unknown-2,592,12.820445410342248
Unknown-2,593,12.860000410805666
Unknown-2,594,12.89955541126908
Unknown-2,595,12.939110411732496
Unknown-2,596,12.978665412195912
Unknown-2,597,13.018220412659327
Unknown-2,598,13.057775413122743
Unknown-2,599,13.09733041358616
Unknown-2,600,13.136885414049576
Unknown-2,601,13.17644041451299
Unknown-2,602,13.215995414976407
Unknown-2,603,13.25555041543982
Unknown-2,604,13.295127597781397
Unknown-2,605,13.334713929623812
Unknown-2,606,13.374300261466226
Unknown-2,607,13.413886593308643
Unknown-2,608,13.45347292515106
Unknown-2,609,13.493059256993478
Unknown-2,610,13.532645588835893
Unknown-2,611,13.566994188606659
Unknown-2,612,13.59824450185183
Unknown-2,613,13.629494815097003
Unknown-2,614,13.660745128342178
Unknown-2,615,13.69199544158735
Unknown-2,616,13.723245754832522
Unknown-2,617,13.754496068077694
Unknown-2,618,13.785746381322868
Unknown-2,619,13.816996694568038
Unknown-2,620,13.848247007813212
Unknown-2,621,13.879497321058382
Unknown-2,622,13.910747634303558
Unknown-2,623,13.941997947548728
Unknown-2,624,13.973248260793898
Unknown-2,625,14.00449857403907
Unknown-2,626,14.035748887284242
Unknown-2,627,14.066289154922202
Unknown-2,628,14.094724184443876
Unknown-2,629,14.075160310854454
Unknown-2,630,14.051762389634668
Unknown-2,631,14.028364468414876
Unknown-2,632,14.004966547195089
Unknown-2,633,13.9815686259753
Unknown-2,634,13.958170704755513
Unknown-2,635,13.934772783535726
Unknown-2,636,13.911374862315936
Unknown-2,637,13.887976941096147
Unknown-2,638,13.86457901987636
Unknown-2,639,13.841181098656572
Unknown-2,640,13.817783177436786
Unknown-2,641,13.794385256216994
Unknown-2,642,13.770987334997205
Unknown-2,643,13.747589413777417
Unknown-2,644,13.724191492557631
Unknown-2,645,13.700793571337842
Unknown-2,646,13.677395650118056
Unknown-2,647,13.653997728898267
Unknown-2,648,13.630599807678479
Unknown-2,649,13.60720188645869
Unknown-2,650,13.583803965238902
Unknown-2,651,13.560406044019112
Unknown-2,652,13.537008122799325
Unknown-2,653,13.513610201579535
Unknown-2,654,13.490212280359746
Unknown-2,655,13.466814359139958
Unknown-2,656,13.443416437920172
Unknown-2,657,13.420018516700383
Unknown-2,658,13.396620595480595
Unknown-2,659,13.373222674260807
Unknown-2,660,13.349824753041018
Unknown-2,661,13.326426831821228
Unknown-2,662,13.30302891060144
Unknown-2,663,13.279630989381651
Unknown-2,664,13.256233068161864
Unknown-2,665,13.232835146942076
Unknown-2,666,13.209437225722287
Unknown-2,667,13.186039304502499
Unknown-2,668,13.162641383282711
Unknown-2,669,13.139243462062925
Unknown-2,670,13.115845540843138
Unknown-2,671,13.092447619623348
Unknown-2,672,13.069049698403553
Unknown-2,673,13.045651777183771
Unknown-2,674,13.022253855963982
Unknown-2,675,12.99885593474419
Unknown-2,676,12.975458013524404
Unknown-2,677,12.952060092304613
Unknown-2,678,12.928662171084827
Unknown-2,679,12.905264249865041
Unknown-2,680,12.88186632864525
Unknown-2,681,12.858468407425462
Unknown-2,682,12.835070486205673
Unknown-2,683,12.811672564985887
Unknown-2,684,12.788274643766101
Unknown-2,685,12.764876722546306
Unknown-2,686,12.741478801326522
Unknown-2,687,12.718080880106735
Unknown-2,688,12.694682958886943
Unknown-2,689,12.671285037667158
Unknown-2,690,12.647887116447366
Unknown-2,691,12.62448919522758
Unknown-2,692,12.60109127400779
Unknown-2,693,12.577739163838743
Unknown-2,694,12.554910108569027
Unknown-2,695,12.532770150341268
Unknown-2,696,12.51068947797242
Unknown-2,697,12.488608805603574
Unknown-2,698,12.470403875455629
Unknown-2,699,12.455299080051823
Unknown-2,700,12.44019428464802
Unknown-2,701,12.425089489244218
Unknown-2,702,12.409984693840414
Unknown-2,703,12.39845048481692
Unknown-2,704,12.40113880777697
Unknown-2,705,12.403827130737023
Unknown-2,706,12.406515453697073
Unknown-2,707,12.409203776657128
Unknown-2,708,12.411892099617177
Unknown-2,709,12.414580422577233
Unknown-2,710,12.417268745537285
Unknown-2,711,12.419957068497334
Unknown-2,712,12.422645391457387
Unknown-2,713,12.42533371441744
Unknown-2,714,12.428022037377492
Unknown-2,715,12.430710360337542
Unknown-2,716,12.433398683297597
Unknown-2,717,15.080152809802785
Unknown-2,718,15.079689017762275
Unknown-2,719,15.079225225721764
Unknown-2,720,15.078761433681251
Unknown-2,721,15.078297641640738
Unknown-2,722,15.07783384960023
Unknown-2,723,15.077370057559722
Unknown-2,724,15.076906265519211
Unknown-2,725,15.076442473478698
Unknown-2,726,15.075978681438185
Unknown-2,727,15.075514889397676
Unknown-2,728,15.075051097357164
Unknown-2,729,15.074587305316653
Unknown-2,730,15.07412351327614
Unknown-2,731,15.073659721235625
Unknown-2,732,15.07319592919512
Unknown-2,733,15.07273213715461
Unknown-2,734,15.072268345114097
Unknown-2,735,15.071804553073587
Unknown-2,736,15.071340761033072
Unknown-2,737,15.070876968992563
Unknown-2,738,15.07041317695205
Unknown-2,739,15.069077575045494
Unknown-2,740,15.064444181589195
Unknown-2,741,15.059810788132891
Unknown-2,742,15.05517739467659
Unknown-2,743,15.05054400122029
Unknown-2,744,15.045910607763988
Unknown-2,745,15.041277214307687
Unknown-2,746,15.036643820851381
Unknown-2,747,15.032010427395079
Unknown-2,748,15.027377033938777
Unknown-2,749,15.022743640482474
Unknown-2,750,15.018110247026172
Unknown-2,751,15.01347685356987
Unknown-2,752,15.00884346011357
Unknown-2,753,15.004210066657263
Unknown-2,754,14.999576673200963
Unknown-2,755,14.994943279744662
Unknown-2,756,14.99030988628836
Unknown-2,757,14.98567649283206
Unknown-2,758,14.981043099375757
Unknown-2,759,14.97640970591945
Unknown-2,760,14.971776312463145
Unknown-2,761,14.967142919006847
Unknown-2,762,14.962509525550546
Unknown-2,763,14.957876132094238
Unknown-2,764,14.953242738637938
Unknown-2,765,14.94860934518164
Unknown-2,766,14.943975951725335
Unknown-2,767,14.939342558269036
Unknown-2,768,14.93470916481273
Unknown-2,769,14.93007577135643
Unknown-2,770,14.925442377900124
Unknown-2,771,14.920808984443823
Unknown-2,772,14.916175590987523
Unknown-2,773,14.911542197531217
Unknown-2,774,14.906908804074916
Unknown-2,775,14.90227541061861
Unknown-2,776,14.897642017162312
Unknown-2,777,14.89300862370601
Unknown-2,778,14.888375230249709
Unknown-2,779,14.883741836793405
Unknown-2,780,14.879108443337103
Unknown-2,781,14.874475049880798
Unknown-2,782,14.869841656424503
Unknown-2,783,14.8652082629682
Unknown-2,784,14.860574869511892
Unknown-2,785,14.855941476055595
Unknown-2,786,14.851308082599292
Unknown-2,787,14.846674689142988
Unknown-2,788,14.842041295686684
Unknown-2,789,14.837407902230382
Unknown-2,790,14.832774508774081
Unknown-2,791,14.828141115317775
Unknown-2,792,14.82350772186148
Unknown-2,793,14.818874328405172
Unknown-2,794,14.814240934948872
Unknown-2,795,14.80960754149257
Unknown-2,796,14.805672584341663
Unknown-2,797,14.802843785896078
Unknown-2,798,14.8000149874505
Unknown-2,799,14.79718618900492
Unknown-2,800,14.794805196093922
Unknown-2,801,14.793157319609719
Unknown-2,802,14.791509443125527
Unknown-2,803,14.789861566641333
Unknown-2,804,14.788213690157137
Unknown-2,805,14.786565813672938
Unknown-2,806,14.784917937188741
Unknown-2,807,14.783270060704549
Unknown-2,808,14.781622184220351
Unknown-2,809,14.785568847374298
Unknown-2,810,14.792954162054393
Unknown-2,811,14.800339476734488
Unknown-2,812,14.807724791414588
Unknown-2,813,14.815110106094682
Unknown-2,814,14.822495420774779
Unknown-2,815,14.829880735454873
Unknown-2,816,14.8467132618436
Unknown-2,817,14.866373005094466
Unknown-2,818,14.903747942132751
Unknown-2,819,14.948000153953778
Unknown-2,820,14.992252365774803
Unknown-2,821,15.036504577595837
