holeid,point_index,TEMP
Unknown-2,381,85.14122044137656
Unknown-2,382,85.29156322517485
Unknown-2,383,85.44190600897315
Unknown-2,384,85.59224879277147
Unknown-2,385,85.74259157656977
Unknown-2,386,85.89293436036809
Unknown-2,387,86.04327714416638
Unknown-2,388,86.19361992796468
Unknown-2,389,86.34396271176297
Unknown-2,390,86.49430549556129
Unknown-2,391,86.64464827935959
Unknown-2,392,86.79499106315791
Unknown-2,393,86.9453338469562
Unknown-2,394,87.0956766307545
Unknown-2,395,87.2460194145528
Unknown-2,396,87.3963621983511
Unknown-2,397,87.54670498214941
Unknown-2,398,87.6970477659477
Unknown-2,399,87.84739054974602
Unknown-2,400,87.99773333354432
Unknown-2,401,88.14807611734261
Unknown-2,402,88.29841890114093
Unknown-2,403,88.44876168493921
Unknown-2,404,88.59910446873752
Unknown-2,405,88.74671091827747
Unknown-2,406,88.89009072542797
Unknown-2,407,89.03347053257845
Unknown-2,408,89.17685033972894
Unknown-2,409,89.32023014687941
Unknown-2,410,89.46400999421999
Unknown-2,411,89.6079393604424
Unknown-2,412,89.75186872666481
Unknown-2,413,89.8957980928872
Unknown-2,414,90.03972745910963
Unknown-2,415,90.18365682533202
Unknown-2,416,90.32758619155442
Unknown-2,417,90.47151555777683
Unknown-2,418,90.6154449239992
Unknown-2,419,90.75937429022164
Unknown-2,420,90.90330365644405
Unknown-2,421,91.04723302266646
Unknown-2,422,91.19116238888886
Unknown-2,423,91.33509175511125
Unknown-2,424,91.47902112133369
Unknown-2,425,91.62295048755605
Unknown-2,426,91.76687985377849
Unknown-2,427,91.91080922000087
Unknown-2,428,92.05473858622328
Unknown-2,429,92.19866795244567
Unknown-2,430,92.34259731866808
Unknown-2,431,92.48652668489049
Unknown-2,432,92.6304560511129
Unknown-2,433,92.77438541733531
Unknown-2,434,92.9183147835577
Unknown-2,435,93.06224414978013
Unknown-2,436,93.20617351600251
Unknown-2,437,93.35010288222492
Unknown-2,438,93.49403224844733
Unknown-2,439,93.63796161466973
Unknown-2,440,93.78189098089213
Unknown-2,441,93.92582034711454
Unknown-2,442,94.06974971333693
Unknown-2,443,94.21367907955934
Unknown-2,444,94.35760844578174
Unknown-2,445,94.50153781200416
Unknown-2,446,94.64546717822654
Unknown-2,447,94.78939654444896
Unknown-2,448,94.93332591067136
Unknown-2,449,95.07725527689377
Unknown-2,450,95.22118464311616
Unknown-2,451,95.36511400933855
Unknown-2,452,95.50904337556096
Unknown-2,453,95.65297274178337
Unknown-2,454,95.79690210800578
Unknown-2,455,95.94083147422818
Unknown-2,456,96.0847608404506
Unknown-2,457,96.22869020667298
Unknown-2,458,96.37261957289539
Unknown-2,459,96.5165489391178
Unknown-2,460,96.6604783053402
Unknown-2,461,96.80440767156263
Unknown-2,462,96.94833703778502
Unknown-2,463,97.09226640400743
Unknown-2,464,97.23619577022981
Unknown-2,465,97.38012513645222
Unknown-2,466,97.52405450267463
Unknown-2,467,97.66798386889704
Unknown-2,468,97.81191323511945
Unknown-2,469,97.95365328384179
Unknown-2,470,98.09378437476238
Unknown-2,471,98.23230861727254
Unknown-2,472,98.3708328597827
Unknown-2,473,98.50935710229282
Unknown-2,474,98.64788134480298
Unknown-2,475,98.78640558731314
Unknown-2,476,98.92492982982326
Unknown-2,477,99.0634540723334
Unknown-2,478,99.20197831484356
Unknown-2,479,99.34050255735372
Unknown-2,480,99.47902679986385
Unknown-2,481,99.617551042374
Unknown-2,482,99.75607528488415
Unknown-2,483,99.89459952739426
Unknown-2,484,100.03312376990442
Unknown-2,485,100.17164801241458
Unknown-2,486,100.31017225492471
Unknown-2,487,100.44869649743487
Unknown-2,488,100.58722073994501
Unknown-2,489,100.72574498245515
Unknown-2,490,100.86426922496531
Unknown-2,491,101.00279346747544
Unknown-2,492,101.14131770998557
Unknown-2,493,101.27984195249573
Unknown-2,494,101.41836619500587
Unknown-2,495,101.55689043751603
Unknown-2,496,101.69541468002618
Unknown-2,497,101.83393892253633
Unknown-2,498,101.97246316504646
Unknown-2,499,102.1109874075566
Unknown-2,500,102.24951165006676
Unknown-2,501,102.38803589257687
Unknown-2,502,102.52656013508704
Unknown-2,503,102.6650843775972
Unknown-2,504,102.80360862010733
Unknown-2,505,102.94213286261748
Unknown-2,506,103.08065710512761
Unknown-2,507,103.21918134763777
Unknown-2,508,103.3577055901479
Unknown-2,509,103.49622983265806
Unknown-2,510,103.63475407516819
Unknown-2,511,103.77327831767835
Unknown-2,512,103.91180256018848
Unknown-2,513,104.05032680269863
Unknown-2,514,104.18885104520876
Unknown-2,515,104.32737528771892
Unknown-2,516,104.46589953022908
Unknown-2,517,104.60442377273921
Unknown-2,518,104.74294801524937
Unknown-2,519,104.88147225775951
Unknown-2,520,105.01999650026966
Unknown-2,521,105.15852074277979
Unknown-2,522,105.29704498528992
Unknown-2,523,105.43556922780007
Unknown-2,524,105.57409347031023
Unknown-2,525,105.71261771282036
Unknown-2,526,105.85114195533049
Unknown-2,527,105.98966619784066
Unknown-2,528,106.1281904403508
Unknown-2,529,106.26671468286094
Unknown-2,530,106.4052389253711
Unknown-2,531,106.54376316788125
Unknown-2,532,106.68228741039135
Unknown-2,533,106.82081165290151
Unknown-2,534,106.95933589541167
Unknown-2,535,107.09786013792184
Unknown-2,536,107.23638438043197
Unknown-2,537,107.3749086229421
Unknown-2,538,107.5116865725771
Unknown-2,539,107.64824919876501
Unknown-2,540,107.78481182495293
Unknown-2,541,107.92137445114085
Unknown-2,542,108.0579370773288
Unknown-2,543,108.19449970351673
Unknown-2,544,108.33106232970465
Unknown-2,545,108.46556705258007
Unknown-2,546,108.60006596495828
Unknown-2,547,108.73456487733647
Unknown-2,548,108.86906378971469
Unknown-2,549,109.00356270209282
Unknown-2,550,109.13806161447104
Unknown-2,551,109.27256052684922
Unknown-2,552,109.4070594392274
Unknown-2,553,109.54155835160562
Unknown-2,554,109.67605726398381
Unknown-2,555,109.81055617636201
Unknown-2,556,109.94505508874019
Unknown-2,557,110.0795540011184
Unknown-2,558,110.21405291349657
Unknown-2,559,110.34855182587475
Unknown-2,560,110.48305073825296
Unknown-2,561,110.61754965063115
Unknown-2,562,110.75204856300934
Unknown-2,563,110.88654747538752
Unknown-2,564,111.02104638776572
Unknown-2,565,111.1555453001439
Unknown-2,566,111.29004421252209
Unknown-2,567,111.42454312490028
Unknown-2,568,111.55904203727846
Unknown-2,569,111.69354094965666
Unknown-2,570,111.82803986203487
Unknown-2,571,111.96253877441305
Unknown-2,572,112.09703768679125
Unknown-2,573,112.23153659916943
Unknown-2,574,112.36603551154761
Unknown-2,575,112.50053442392581
Unknown-2,576,112.63503333630402
Unknown-2,577,112.7695322486822
Unknown-2,578,112.90403116106037
Unknown-2,579,113.03853007343858
Unknown-2,580,113.17302898581679
Unknown-2,581,113.30752789819496
Unknown-2,582,113.44202681057315
Unknown-2,583,113.57652572295135
Unknown-2,584,113.71102463532955
Unknown-2,585,113.84552354770773
Unknown-2,586,113.9800224600859
Unknown-2,587,114.11452137246413
Unknown-2,588,114.24902028484229
Unknown-2,589,114.3835191972205
Unknown-2,590,114.5180181095987
Unknown-2,591,114.65251702197686
Unknown-2,592,114.78701593435507
Unknown-2,593,114.92151484673329
Unknown-2,594,115.05601375911144
Unknown-2,595,115.19051267148964
Unknown-2,596,115.32501158386782
Unknown-2,597,115.45951049624603
Unknown-2,598,115.5940094086242
Unknown-2,599,115.72850832100242
Unknown-2,600,115.8630072333806
Unknown-2,601,115.99750614575879
Unknown-2,602,116.13200505813697
Unknown-2,603,116.26650397051517
Unknown-2,604,116.40100288289337
Unknown-2,605,116.53550179527156
Unknown-2,606,116.67000070764973
Unknown-2,607,116.80449962002791
Unknown-2,608,116.93899853240612
Unknown-2,609,117.07349744478432
Unknown-2,610,117.20799635716251
Unknown-2,611,117.34249526954068
Unknown-2,612,117.47699418191891
Unknown-2,613,117.61149309429707
Unknown-2,614,117.74599200667527
Unknown-2,615,117.88049091905347
Unknown-2,616,118.01498983143165
Unknown-2,617,118.14948874380985
Unknown-2,618,118.28398765618803
Unknown-2,619,118.41848656856621
Unknown-2,620,118.55298548094441
Unknown-2,621,118.68748439332262
Unknown-2,622,118.82198330570083
Unknown-2,623,118.956482218079
Unknown-2,624,119.09098113045721
Unknown-2,625,119.22548004283537
Unknown-2,626,119.35997895521356
Unknown-2,627,119.49447786759174
Unknown-2,628,119.62897677996995
Unknown-2,629,119.76347569234815
Unknown-2,630,119.89797460472636
Unknown-2,631,120.03247351710453
Unknown-2,632,120.16697242948271
Unknown-2,633,120.30147134186089
Unknown-2,634,120.43597025423911
Unknown-2,635,120.5704691666173
Unknown-2,636,120.70496807899546
Unknown-2,637,120.83946699137368
Unknown-2,638,120.97396590375186
Unknown-2,639,121.10846481613007
Unknown-2,640,121.24296372850822
Unknown-2,641,121.37746264088642
Unknown-2,642,121.51196155326464
Unknown-2,643,121.6464604656428
Unknown-2,644,121.78095937802101
Unknown-2,645,121.91545829039919
Unknown-2,646,122.04995720277738
Unknown-2,647,122.18445611515558
Unknown-2,648,122.31895502753378
Unknown-2,649,122.45345393991197
Unknown-2,650,122.58795285229019
Unknown-2,651,122.72245176466836
Unknown-2,652,122.85695067704654
Unknown-2,653,122.99103633193883
Unknown-2,654,123.12272875764332
Unknown-2,655,123.24401555140514
Unknown-2,656,123.33723185217895
Unknown-2,657,123.42925454403374
Unknown-2,658,123.47628725674915
Unknown-2,659,123.51627544723573
Unknown-2,660,123.55552015443892
Unknown-2,661,123.59476486164209
Unknown-2,662,123.63400956884527
Unknown-2,663,123.67325427604848
Unknown-2,664,123.71249898325165
Unknown-2,665,123.75174369045484
Unknown-2,666,123.79098839765803
Unknown-2,667,123.83023310486121
Unknown-2,668,123.86947781206439
Unknown-2,669,123.90872251926757
Unknown-2,670,123.94796722647078
Unknown-2,671,123.98721193367393
Unknown-2,672,124.02645664087714
Unknown-2,673,124.06570134808032
Unknown-2,674,124.10494605528349
Unknown-2,675,124.14419076248669
Unknown-2,676,124.18343546968987
Unknown-2,677,124.22268017689305
Unknown-2,678,124.26192488409623
Unknown-2,679,124.30116959129943
Unknown-2,680,124.34041429850261
Unknown-2,681,124.37965900570578
Unknown-2,682,124.41890371290899
Unknown-2,683,124.45814842011217
Unknown-2,684,124.49739312731535
Unknown-2,685,124.53663783451853
Unknown-2,686,124.57588254172171
Unknown-2,687,124.61512724892489
Unknown-2,688,124.65437195612807
Unknown-2,689,124.69361666333126
Unknown-2,690,124.73286137053445
Unknown-2,691,124.77210607773762
Unknown-2,692,124.81135078494083
Unknown-2,693,124.85059549214398
Unknown-2,694,124.88984019934719
Unknown-2,695,124.92908490655037
Unknown-2,696,124.96832961375355
Unknown-2,697,125.00757432095673
Unknown-2,698,125.04681902815992
Unknown-2,699,125.0860637353631
Unknown-2,700,125.12530844256628
Unknown-2,701,125.16455314976947
Unknown-2,702,125.20379785697264
Unknown-2,703,125.24304256417585
Unknown-2,704,125.28228727137902
Unknown-2,705,125.3215319785822
Unknown-2,706,125.36077668578537
Unknown-2,707,125.40002139298858
Unknown-2,708,125.43926610019176
Unknown-2,709,125.47851080739494
Unknown-2,710,125.51775551459812
Unknown-2,711,125.5570002218013
Unknown-2,712,125.59624492900448
Unknown-2,713,125.6354896362077
Unknown-2,714,125.67473434341086
Unknown-2,715,125.71397905061403
Unknown-2,716,125.75322375781721
Unknown-2,717,125.79246846502042
Unknown-2,718,125.8317131722236
Unknown-2,719,125.87095787942678
Unknown-2,720,125.91020258662996
Unknown-2,721,125.94944729383315
Unknown-2,722,125.98869200103634
Unknown-2,723,126.02793670823951
Unknown-2,724,126.06718141544272
Unknown-2,725,126.1064261226459
Unknown-2,726,126.14567082984905
Unknown-2,727,126.18491553705226
Unknown-2,728,126.22416024425543
Unknown-2,729,126.26340495145861
Unknown-2,730,126.3026496586618
Unknown-2,731,126.34189436586499
Unknown-2,732,126.38113907306818
Unknown-2,733,126.42038378027137
Unknown-2,734,126.45962848747453
Unknown-2,735,126.49887319467773
Unknown-2,736,126.53811790188092
Unknown-2,737,126.57736260908409
Unknown-2,738,126.61660731628729
Unknown-2,739,126.65585202349047
Unknown-2,740,126.69509673069365
Unknown-2,741,126.73434143789683
Unknown-2,742,126.77358614510001
Unknown-2,743,126.8128308523032
Unknown-2,744,126.85207555950637
Unknown-2,745,126.89132026670957
Unknown-2,746,126.93056497391277
Unknown-2,747,126.96980968111595
Unknown-2,748,127.00905438831914
Unknown-2,749,127.04829909552231
Unknown-2,750,127.0875438027255
Unknown-2,751,127.12678850992867
Unknown-2,752,127.16603321713187
Unknown-2,753,127.20527792433504
Unknown-2,754,127.24452263153822
Unknown-2,755,127.2837673387414
Unknown-2,756,127.32301204594461
Unknown-2,757,127.36225675314776
Unknown-2,758,127.40150146035094
Unknown-2,759,127.44074616755417
Unknown-2,760,127.47999087475732
Unknown-2,761,127.51923558196052
Unknown-2,762,127.5584802891637
Unknown-2,763,127.59772499636689
Unknown-2,764,127.63696970357006
Unknown-2,765,127.67621441077324
Unknown-2,766,127.71545911797645
Unknown-2,767,127.75470382517962
Unknown-2,768,127.7939485323828
Unknown-2,769,127.83319323958601
Unknown-2,770,127.8724379467892
Unknown-2,771,127.91168265399236
Unknown-2,772,127.95092736119557
Unknown-2,773,127.99017206839872
Unknown-2,774,128.02941677560193
Unknown-2,775,128.0686614828051
Unknown-2,776,128.1079061900083
Unknown-2,777,128.14715089721147
Unknown-2,778,128.18639560441466
Unknown-2,779,128.22564031161784
Unknown-2,780,128.26488501882102
Unknown-2,781,128.3041297260242
Unknown-2,782,128.34337443322738
Unknown-2,783,128.3826191404306
Unknown-2,784,128.42186384763377
Unknown-2,785,128.46110855483693
Unknown-2,786,128.50035326204014
Unknown-2,787,128.5395979692433
Unknown-2,788,128.57884267644647
Unknown-2,789,128.61808738364968
Unknown-2,790,128.65733209085286
Unknown-2,791,128.69657679805604
Unknown-2,792,128.73582150525922
Unknown-2,793,128.77506621246243
Unknown-2,794,128.81431091966562
Unknown-2,795,128.8535556268688
Unknown-2,796,128.89280033407195
Unknown-2,797,128.93204504127516
Unknown-2,798,128.97128974847834
Unknown-2,799,129.01053445568152
Unknown-2,800,129.0497791628847
Unknown-2,801,129.0890238700879
Unknown-2,802,129.12826857729107
Unknown-2,803,129.16751328449425
Unknown-2,804,129.20675799169746
Unknown-2,805,129.24600269890064
Unknown-2,806,129.28524740610382
Unknown-2,807,129.324492113307
Unknown-2,808,129.36302600036493
Unknown-2,809,129.36915520124643
Unknown-2,810,129.37528440212796
Unknown-2,811,129.3814136030095
Unknown-2,812,129.387542803891
Unknown-2,813,129.39367200477253
Unknown-2,814,129.39980120565406
Unknown-2,815,129.40593040653556
Unknown-2,816,129.4120596074171
Unknown-2,817,129.41818880829865
Unknown-2,818,129.42431800918018
Unknown-2,819,129.4304472100617
Unknown-2,820,129.4365764109432
Unknown-2,821,129.44270561182475
