holeid,Depth,PERM
Unknown-1,202,12.434666708114056
Unknown-1,203,12.385827903022953
Unknown-1,204,12.336989097931854
Unknown-1,205,12.288150292840752
Unknown-1,206,12.239311487749653
Unknown-1,207,12.190779849377128
Unknown-1,208,12.145719425109652
Unknown-1,209,12.101114817979447
Unknown-1,210,12.05651021084924
Unknown-1,211,12.01190560371903
Unknown-1,212,11.967300996588822
Unknown-1,213,11.922696389458617
Unknown-1,214,11.878091782328408
Unknown-1,215,11.833487175198197
Unknown-1,216,11.788882568067988
Unknown-1,217,11.744277960937778
Unknown-1,218,11.699673353807572
Unknown-1,219,11.655068746677365
Unknown-1,220,11.610464139547158
Unknown-1,221,11.565859532416948
Unknown-1,222,11.52125492528674
Unknown-1,223,11.476650318156532
Unknown-1,224,11.432045711026324
Unknown-1,225,11.387441103896116
Unknown-1,226,11.342836496765907
Unknown-1,227,11.298231889635701
Unknown-1,228,11.253627282505489
Unknown-1,229,11.209022675375286
Unknown-1,230,11.164418068245073
Unknown-1,231,11.119813461114864
Unknown-1,232,11.075208853984657
Unknown-1,233,11.032404237128175
Unknown-1,234,10.989937808108216
Unknown-1,235,10.93796554003619
Unknown-1,236,10.87308287903061
Unknown-1,237,10.798207954596531
Unknown-1,238,10.723333030162449
Unknown-1,239,10.648458105728364
Unknown-1,240,10.573583181294284
Unknown-1,241,10.498708256860198
Unknown-1,242,10.425371510028661
Unknown-1,243,10.353193762014348
Unknown-1,244,10.28701624678981
Unknown-1,245,10.238879206096467
Unknown-1,246,10.190268516362282
Unknown-1,247,10.137901327475868
Unknown-1,248,10.085534138589454
Unknown-1,249,10.033166949703041
Unknown-1,250,9.980799760816629
Unknown-1,251,9.928432571930212
Unknown-1,252,9.8760653830438
Unknown-1,253,9.823698194157387
Unknown-1,254,9.774210520481613
Unknown-1,255,9.72537573486568
Unknown-1,256,9.676540949249745
Unknown-1,257,9.627706163633809
Unknown-1,258,9.578871378017874
Unknown-1,259,9.530036592401942
Unknown-1,260,9.481201806786006
Unknown-1,261,9.432367021170071
Unknown-1,262,9.383532235554135
Unknown-1,263,9.334697449938202
Unknown-1,264,9.28592287046805
Unknown-1,265,9.238047044668798
Unknown-1,266,9.18459419090072
Unknown-1,267,9.119865123745862
Unknown-1,268,9.05526745248821
Unknown-1,269,8.990543285475303
Unknown-1,270,8.925819118462398
Unknown-1,271,8.861094951449493
Unknown-1,272,8.796370784436588
Unknown-1,273,8.731646617423683
Unknown-1,274,8.666922450410777
Unknown-1,275,8.602198283397874
Unknown-1,276,8.537474116384967
Unknown-1,277,8.472749949372062
Unknown-1,278,8.408025782359159
Unknown-1,279,8.344216215799031
Unknown-1,280,8.281894467316043
Unknown-1,281,8.219572718833055
Unknown-1,282,8.15725097035007
Unknown-1,283,8.094929221867082
Unknown-1,284,8.032607473384097
Unknown-1,285,7.970285724901109
Unknown-1,286,7.907963976418126
Unknown-1,287,7.846118347156655
Unknown-1,288,7.78755350095532
Unknown-1,289,7.731231427585997
Unknown-1,290,7.6749093542166795
Unknown-1,291,7.6185872808473585
Unknown-1,292,7.5622652074780365
Unknown-1,293,7.5059431341087155
Unknown-1,294,7.450331696220624
Unknown-1,295,7.395865152223399
Unknown-1,296,7.345049085293429
Unknown-1,297,7.313418031214933
Unknown-1,298,7.281786977136445
Unknown-1,299,7.250155923057949
Unknown-1,300,7.2185248689794586
Unknown-1,301,7.186893814900964
Unknown-1,302,7.155262760822473
Unknown-1,303,7.123631706743979
Unknown-1,304,7.092000652665487
Unknown-1,305,7.060369598586992
Unknown-1,306,7.028738544508499
Unknown-1,307,6.997107490430008
Unknown-1,308,6.9638276512000346
Unknown-1,309,6.929699171985154
Unknown-1,310,6.8955706927702725
Unknown-1,311,6.861442213555392
Unknown-1,312,6.827313734340511
Unknown-1,313,6.79318525512563
Unknown-1,314,6.759856274412343
Unknown-1,315,6.727423854843335
Unknown-1,316,6.694991435274327
Unknown-1,317,6.6625590157053205
Unknown-1,318,6.63012659613631
Unknown-1,319,6.597694176567303
Unknown-1,320,6.5652617569982965
Unknown-1,321,6.5328293374292885
Unknown-1,322,6.500396917860282
Unknown-1,323,6.467964498291273
Unknown-1,324,6.435411317275338
Unknown-1,325,6.40280369147565
Unknown-1,326,6.3701960656759615
Unknown-1,327,6.337588439876272
Unknown-1,328,6.304980814076587
Unknown-1,329,6.272373188276895
Unknown-1,330,6.239765562477206
Unknown-1,331,6.205669217536667
Unknown-1,332,6.169979583809221
Unknown-1,333,6.133115797499273
Unknown-1,334,6.096252011189327
Unknown-1,335,6.059388224879379
Unknown-1,336,6.022524438569431
Unknown-1,337,5.985660652259484
Unknown-1,338,5.948796865949538
Unknown-1,339,5.9119330796395895
Unknown-1,340,5.8750692933296405
Unknown-1,341,5.838205507019694
Unknown-1,342,5.801341720709747
Unknown-1,343,5.764477934399798
Unknown-1,344,5.72761414808985
Unknown-1,345,5.697125563463915
Unknown-1,346,5.666143708381936
Unknown-1,347,5.63514942987008
Unknown-1,348,5.604155151358224
Unknown-1,349,5.57316087284637
Unknown-1,350,5.542166594334516
Unknown-1,351,5.5111723158226615
Unknown-1,352,5.480178037310807
Unknown-1,353,5.449183758798954
Unknown-1,354,5.4181452707064715
Unknown-1,355,5.386317692185487
Unknown-1,356,5.3544901136645
Unknown-1,357,5.322662535143518
Unknown-1,358,5.290834956622532
Unknown-1,359,5.259007378101547
Unknown-1,360,5.227179799580562
Unknown-1,361,5.195627442348561
Unknown-1,362,5.164705226270281
Unknown-1,363,5.133783010192003
Unknown-1,364,5.1028607941137185
Unknown-1,365,5.07193857803544
Unknown-1,366,5.041027168998925
Unknown-1,367,5.009223413747555
Unknown-1,368,4.977228972004957
Unknown-1,369,4.94523453026236
Unknown-1,370,4.913240088519765
Unknown-1,371,4.881245646777168
Unknown-1,372,4.84925120503457
Unknown-1,373,4.817256763291975
Unknown-1,374,4.786226739918513
Unknown-1,375,4.755390724436987
Unknown-1,376,4.724554708955463
Unknown-1,377,4.693718693473935
Unknown-1,378,4.662874523549023
Unknown-1,379,4.6319679792437105
Unknown-1,380,4.601061434938394
Unknown-1,381,4.570154890633078
Unknown-1,382,4.539248346327766
Unknown-1,383,4.508341802022453
Unknown-1,384,4.477435257717136
Unknown-1,385,4.446528713411823
Unknown-1,386,4.415622169106508
Unknown-1,387,4.384715624801193
Unknown-1,388,4.353809080495879
Unknown-1,389,4.322902536190567
Unknown-1,390,4.291995991885251
Unknown-1,391,4.263490114322161
Unknown-1,392,4.2353540224081065
Unknown-1,393,4.208139935751316
Unknown-1,394,4.180925849094525
Unknown-1,395,4.153711762437735
Unknown-1,396,4.127480600066171
Unknown-1,397,4.101945053970495
Unknown-1,398,4.076441684085407
Unknown-1,399,4.050938314200322
Unknown-1,400,4.025434944315237
Unknown-1,401,4.000101353639756
Unknown-1,402,3.9749457645765656
Unknown-1,403,3.9497901755133755
Unknown-1,404,3.925038318511021
Unknown-1,405,3.900631739869035
Unknown-1,406,3.876225161227045
Unknown-1,407,3.8518185825850546
Unknown-1,408,3.827592578708604
Unknown-1,409,3.804215906388942
Unknown-1,410,3.780839234069279
Unknown-1,411,3.7574625617496187
Unknown-1,412,3.734085889429955
Unknown-1,413,3.7107092171102947
Unknown-1,414,3.6873325447906318
Unknown-1,415,3.6639558724709707
Unknown-1,416,3.640579200151307
Unknown-1,417,3.6172025278316466
Unknown-1,418,3.5938258555119846
Unknown-1,419,3.570449183192321
Unknown-1,420,3.5473843570244448
