holeid,x,y,z,MD,TVD,TEMP,GM
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-55.84,200.0,200.0,41.7497283197,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-60.84,205.0,205.0,41.751053013,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-65.84,210.0,210.0,41.7524152557,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-70.84,215.0,215.0,41.7538155275,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-75.84,220.0,220.0,41.7552543139,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-80.84,225.0,225.0,41.7567321066,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-85.84,230.0,230.0,41.758249403,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-90.84,235.0,235.0,41.7598067068,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-95.84,240.0,240.0,41.7614045277,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-100.84,245.0,245.0,41.7630433819,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-105.84,250.0,250.0,41.7647237916,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-110.84,255.0,255.0,41.7664462856,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-115.84,260.0,260.0,41.768211399,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-120.84,265.0,265.0,41.7700196735,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-125.84,270.0,270.0,41.7718785672,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-130.84,275.0,275.0,41.7737748268,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-135.84,280.0,280.0,41.7757159098,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-140.84,285.0,285.0,41.7777023846,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-145.84,290.0,290.0,41.7797348265,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-150.84,295.0,295.0,41.7818138178,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-155.84,300.0,300.0,41.7839399477,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-160.84,305.0,305.0,41.7861138128,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-165.84,310.0,310.0,41.7883360167,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-170.84,315.0,315.0,41.7906071702,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-175.84,320.0,320.0,41.7929278917,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-180.84,325.0,325.0,41.795298807,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-185.84,330.0,330.0,41.7977205491,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-190.84,335.0,335.0,41.8001937591,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-195.84,340.0,340.0,41.8027190854,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-200.84,345.0,345.0,41.8052971843,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-205.84,350.0,350.0,41.8079319833,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-210.84,355.0,355.0,41.8106177085,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-215.84,360.0,360.0,41.8133566874,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-220.84,365.0,365.0,41.8161526516,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-225.84,370.0,370.0,41.8190047906,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-230.84,375.0,375.0,41.8219138088,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-235.84,380.0,380.0,41.8248804193,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-240.84,385.0,385.0,41.8279053434,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-245.84,390.0,390.0,41.8309893108,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-250.84,395.0,395.0,41.8341330599,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-255.84,400.0,400.0,41.8373373379,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-260.84,405.0,405.0,41.8406029005,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-265.84,410.0,410.0,41.8439305123,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-270.84,415.0,415.0,41.8473209469,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-275.84,420.0,420.0,41.8507749868,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-280.84,425.0,425.0,41.8542934236,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-285.84,430.0,430.0,41.8578770581,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-290.84,435.0,435.0,41.8615267002,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-295.84,440.0,440.0,41.8652431694,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-300.84,445.0,445.0,41.8690272942,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-305.84,450.0,450.0,41.872879913,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-310.84,455.0,455.0,41.8768018734,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-315.84,460.0,460.0,41.880794033,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-320.84,465.0,465.0,41.8848572588,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-325.84,470.0,470.0,41.8889924278,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-330.84,475.0,475.0,41.8932004268,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-335.84,480.0,480.0,41.8974821526,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-340.84,485.0,485.0,41.901838512,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-345.84,490.0,490.0,41.906270422,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-350.84,495.0,495.0,41.9107788096,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-355.84,500.0,500.0,41.9153646124,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-360.84,505.0,505.0,41.9200287779,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-365.84,510.0,510.0,41.9247722644,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-370.84,515.0,515.0,41.9295960405,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-375.84,520.0,520.0,41.9345010853,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-380.84,525.0,525.0,41.9394883887,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-385.84,530.0,530.0,41.944558951,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-390.84,535.0,535.0,41.9497137836,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-395.84,540.0,540.0,41.9549539085,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-400.84,545.0,545.0,41.9602803585,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-405.84,550.0,550.0,41.9656941776,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-410.84,555.0,555.0,41.9711964207,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-415.84,560.0,560.0,41.9767881535,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-420.84,565.0,565.0,41.9824704532,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-425.84,570.0,570.0,41.9882444078,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-430.84,575.0,575.0,41.9941111169,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-435.84,580.0,580.0,42.000071691,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-440.84,585.0,585.0,42.0061272521,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-445.84,590.0,590.0,42.0122789334,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-450.84,595.0,595.0,42.0185278797,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-455.84,600.0,600.0,42.024875247,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-460.84,605.0,605.0,42.0313222027,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-465.84,610.0,610.0,42.0378699261,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-470.84,615.0,615.0,42.0445196074,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-475.84,620.0,620.0,42.0512724489,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-480.84,625.0,625.0,42.0581296641,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-485.84,630.0,630.0,42.0650924781,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-490.84,635.0,635.0,42.0721621276,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-495.84,640.0,640.0,42.079339861,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-500.84,645.0,645.0,42.0866269381,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-505.84,650.0,650.0,42.0940246304,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-510.84,655.0,655.0,42.1015342209,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-515.84,660.0,660.0,42.1091570042,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-520.84,665.0,665.0,42.1168942865,Bilogora
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-525.84,670.0,670.0,42.1247473853,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-530.84,675.0,675.0,42.1327176299,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-535.84,680.0,680.0,42.2833416069,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-540.84,685.0,685.0,42.4340854222,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-545.84,690.0,690.0,42.6342722074,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-550.84,695.0,695.0,42.834581569,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-555.84,700.0,700.0,43.0347674639,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-560.84,705.0,705.0,43.2350787183,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-565.84,710.0,710.0,43.4352627002,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-570.84,715.0,715.0,43.6355748694,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-575.84,720.0,720.0,43.8357549708,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-580.84,725.0,725.0,44.0360695,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-585.84,730.0,730.0,44.2362515135,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-590.84,735.0,735.0,44.4365675,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-595.84,740.0,740.0,44.636748535,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-600.84,745.0,745.0,44.8370665,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-605.84,750.0,750.0,45.0372450361,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-610.84,755.0,755.0,45.2375635,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-615.84,760.0,760.0,45.4377400172,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-620.84,765.0,765.0,45.6380595,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-625.84,770.0,770.0,45.8382354791,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-630.84,775.0,775.0,46.0385575,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-635.84,780.0,780.0,46.2387324224,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-640.84,785.0,785.0,46.4390565,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-645.84,790.0,790.0,46.6392293481,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-650.84,795.0,795.0,46.8395545,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-655.84,800.0,800.0,47.0397247571,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-660.84,805.0,805.0,47.2400505,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-665.84,810.0,810.0,47.4402201505,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-670.84,815.0,815.0,47.6405485,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-675.84,820.0,820.0,47.8407150293,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-680.84,825.0,825.0,48.0410435,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-685.84,830.0,830.0,48.2412103948,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-690.84,835.0,835.0,48.4415425,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-695.84,840.0,840.0,48.6417077484,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-700.84,845.0,845.0,48.8420415,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-705.84,850.0,850.0,49.0422040915,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-710.84,855.0,855.0,49.2425385,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-715.84,860.0,860.0,49.4426994258,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-720.84,865.0,865.0,49.6430355,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-725.84,870.0,870.0,49.8431947529,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-730.84,875.0,875.0,50.0435325,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-735.84,880.0,880.0,50.2436910746,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-740.84,885.0,885.0,50.4440315,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-745.84,890.0,890.0,50.6441873931,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-750.84,895.0,895.0,50.8445285,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-755.84,900.0,900.0,51.0446827103,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-760.84,905.0,905.0,51.2450255,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-765.84,910.0,910.0,51.4451780285,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-770.84,915.0,915.0,51.6455225,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-775.84,920.0,920.0,51.8456733502,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-780.84,925.0,925.0,52.0460195,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-785.84,930.0,930.0,52.2461691778,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-790.84,935.0,935.0,52.4465175,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-795.84,940.0,940.0,52.6466660141,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-800.84,945.0,945.0,52.8470165,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-805.84,950.0,950.0,53.047161862,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-810.84,955.0,955.0,53.2475125,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-815.84,960.0,960.0,53.4476567244,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-820.84,965.0,965.0,53.6480095,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-825.84,970.0,970.0,53.8481526046,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-830.84,975.0,975.0,54.0485075,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-835.84,980.0,980.0,54.2486500059,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-840.84,985.0,985.0,54.4490075,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-845.84,990.0,990.0,54.6491464318,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-850.84,995.0,995.0,54.8495035,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-855.84,1000.0,1000.0,55.0496416359,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-860.84,1005.0,1005.0,55.250001,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-865.84,1010.0,1010.0,55.4501371222,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-870.84,1015.0,1015.0,55.6504975,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-875.84,1020.0,1020.0,55.8506328946,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-880.84,1025.0,1025.0,56.0509955,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-885.84,1030.0,1030.0,56.2511289572,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-890.84,1035.0,1035.0,56.4514925,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-895.84,1040.0,1040.0,56.6516245645,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-900.84,1045.0,1045.0,56.8519895,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-905.84,1050.0,1050.0,57.0521207208,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-910.84,1055.0,1055.0,57.2524875,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-915.84,1060.0,1060.0,57.4526184308,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-920.84,1065.0,1065.0,57.6529875,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-925.84,1070.0,1070.0,57.8531161993,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-930.84,1075.0,1075.0,58.0534855,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-935.84,1080.0,1080.0,58.2536130312,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-940.84,1085.0,1085.0,58.4539835,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-945.84,1090.0,1090.0,58.6541089316,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-950.84,1095.0,1095.0,58.8544795,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-955.84,1100.0,1100.0,59.0546044057,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-960.84,1105.0,1105.0,59.2549765,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-965.84,1110.0,1110.0,59.4551004587,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-970.84,1115.0,1115.0,59.6554735,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-975.84,1120.0,1120.0,59.8555965961,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-980.84,1125.0,1125.0,60.0559705,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-985.84,1130.0,1130.0,60.2560933235,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-990.84,1135.0,1135.0,60.4564685,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-995.84,1140.0,1140.0,60.6565891464,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-1000.84,1145.0,1145.0,60.8569635,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-1005.84,1150.0,1150.0,61.0570855705,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-1010.84,1155.0,1155.0,61.2574625,KLOSTAR IVANIC
REZOVACCKE_KRCCEVINE-1,689340.71,5072557.33,-1015.84,1160.0,1160.0,61.4575846017,KLOSTAR IVANIC
