holeid,x,y,z,MD,TVD,TEMP,GM
VIROVITICA-1,685448.76,5073267.09,-30.37,265.0,265.0,52.2551139685,Bilogora
VIROVITICA-1,685448.76,5073267.09,-35.37,270.0,270.0,52.2981604966,Bilogora
VIROVITICA-1,685448.76,5073267.09,-40.37,275.0,275.0,52.3415519168,Bilogora
VIROVITICA-1,685448.76,5073267.09,-45.37,280.0,280.0,52.3852911175,Bilogora
VIROVITICA-1,685448.76,5073267.09,-50.37,285.0,285.0,52.4293809971,Bilogora
VIROVITICA-1,685448.76,5073267.09,-55.37,290.0,290.0,52.4738244636,Bilogora
VIROVITICA-1,685448.76,5073267.09,-60.37,295.0,295.0,52.5186244342,Bilogora
VIROVITICA-1,685448.76,5073267.09,-65.37,300.0,300.0,52.5637838343,Bilogora
VIROVITICA-1,685448.76,5073267.09,-70.37,305.0,305.0,52.6093055978,Bilogora
VIROVITICA-1,685448.76,5073267.09,-75.37,310.0,310.0,52.6551926656,Bilogora
VIROVITICA-1,685448.76,5073267.09,-80.37,315.0,315.0,52.7014479858,Bilogora
VIROVITICA-1,685448.76,5073267.09,-85.37,320.0,320.0,52.7480745125,Bilogora
VIROVITICA-1,685448.76,5073267.09,-90.37,325.0,325.0,52.7950752055,Bilogora
VIROVITICA-1,685448.76,5073267.09,-95.37,330.0,330.0,52.8424530298,Bilogora
VIROVITICA-1,685448.76,5073267.09,-100.37,335.0,335.0,52.8902109545,Bilogora
VIROVITICA-1,685448.76,5073267.09,-105.37,340.0,340.0,52.9383519524,Bilogora
VIROVITICA-1,685448.76,5073267.09,-110.37,345.0,345.0,52.9868789994,Bilogora
VIROVITICA-1,685448.76,5073267.09,-115.37,350.0,350.0,53.0357950737,Bilogora
VIROVITICA-1,685448.76,5073267.09,-120.37,355.0,355.0,53.0851031547,Bilogora
VIROVITICA-1,685448.76,5073267.09,-125.37,360.0,360.0,53.1348062231,Bilogora
VIROVITICA-1,685448.76,5073267.09,-130.37,365.0,365.0,53.1849072593,Bilogora
VIROVITICA-1,685448.76,5073267.09,-135.37,370.0,370.0,53.2354092429,Bilogora
VIROVITICA-1,685448.76,5073267.09,-140.37,375.0,375.0,53.2863151522,Bilogora
VIROVITICA-1,685448.76,5073267.09,-145.37,380.0,380.0,53.337627963,Bilogora
VIROVITICA-1,685448.76,5073267.09,-150.37,385.0,385.0,53.3893506478,Bilogora
VIROVITICA-1,685448.76,5073267.09,-155.37,390.0,390.0,53.4414861753,Bilogora
VIROVITICA-1,685448.76,5073267.09,-160.37,395.0,395.0,53.4940375089,Bilogora
VIROVITICA-1,685448.76,5073267.09,-165.37,400.0,400.0,53.5470076064,Bilogora
VIROVITICA-1,685448.76,5073267.09,-170.37,405.0,405.0,53.6003994189,Bilogora
VIROVITICA-1,685448.76,5073267.09,-175.37,410.0,410.0,53.6542158898,Bilogora
VIROVITICA-1,685448.76,5073267.09,-180.37,415.0,415.0,53.7084599539,Bilogora
VIROVITICA-1,685448.76,5073267.09,-185.37,420.0,420.0,53.7631345363,Bilogora
VIROVITICA-1,685448.76,5073267.09,-190.37,425.0,425.0,53.8182425518,Bilogora
VIROVITICA-1,685448.76,5073267.09,-195.37,430.0,430.0,53.8737869036,Bilogora
VIROVITICA-1,685448.76,5073267.09,-200.37,435.0,435.0,53.9297704824,Bilogora
VIROVITICA-1,685448.76,5073267.09,-205.37,440.0,440.0,53.9861968994,Bilogora
VIROVITICA-1,685448.76,5073267.09,-210.37,445.0,445.0,54.0430675538,Bilogora
VIROVITICA-1,685448.76,5073267.09,-215.37,450.0,450.0,54.1003876406,Bilogora
VIROVITICA-1,685448.76,5073267.09,-220.37,455.0,455.0,54.1581567827,Bilogora
VIROVITICA-1,685448.76,5073267.09,-225.37,460.0,460.0,54.2163793822,Bilogora
VIROVITICA-1,685448.76,5073267.09,-230.37,465.0,465.0,54.2750582331,Bilogora
VIROVITICA-1,685448.76,5073267.09,-235.37,470.0,470.0,54.3341961092,Bilogora
VIROVITICA-1,685448.76,5073267.09,-240.37,475.0,475.0,54.3937957634,Bilogora
VIROVITICA-1,685448.76,5073267.09,-245.37,480.0,480.0,54.4538599266,Bilogora
VIROVITICA-1,685448.76,5073267.09,-250.37,485.0,485.0,54.5143913061,Bilogora
VIROVITICA-1,685448.76,5073267.09,-255.37,490.0,490.0,54.5753925853,Bilogora
VIROVITICA-1,685448.76,5073267.09,-260.37,495.0,495.0,54.6368664216,Bilogora
VIROVITICA-1,685448.76,5073267.09,-265.37,500.0,500.0,54.6988154461,Bilogora
VIROVITICA-1,685448.76,5073267.09,-270.37,505.0,505.0,54.761242262,Bilogora
VIROVITICA-1,685448.76,5073267.09,-275.37,510.0,510.0,54.8241494432,Bilogora
VIROVITICA-1,685448.76,5073267.09,-280.37,515.0,515.0,54.887539534,Bilogora
VIROVITICA-1,685448.76,5073267.09,-285.37,520.0,520.0,54.9514495024,Bilogora
VIROVITICA-1,685448.76,5073267.09,-290.37,525.0,525.0,55.0158170134,Bilogora
VIROVITICA-1,685448.76,5073267.09,-295.37,530.0,530.0,55.0806750095,Bilogora
VIROVITICA-1,685448.76,5073267.09,-300.37,535.0,535.0,55.1460259005,Bilogora
VIROVITICA-1,685448.76,5073267.09,-305.37,540.0,540.0,55.2118720598,Bilogora
VIROVITICA-1,685448.76,5073267.09,-310.37,545.0,545.0,55.2782158229,Bilogora
VIROVITICA-1,685448.76,5073267.09,-315.37,550.0,550.0,55.3450594866,Bilogora
VIROVITICA-1,685448.76,5073267.09,-320.37,555.0,555.0,55.4124053073,Bilogora
VIROVITICA-1,685448.76,5073267.09,-325.37,560.0,560.0,55.4802555005,Bilogora
VIROVITICA-1,685448.76,5073267.09,-330.37,565.0,565.0,55.5486122391,Bilogora
VIROVITICA-1,685448.76,5073267.09,-335.37,570.0,570.0,55.6174776521,Bilogora
VIROVITICA-1,685448.76,5073267.09,-340.37,575.0,575.0,55.686853824,Bilogora
VIROVITICA-1,685448.76,5073267.09,-345.37,580.0,580.0,55.7567427934,Bilogora
VIROVITICA-1,685448.76,5073267.09,-350.37,585.0,585.0,55.8271465513,Bilogora
VIROVITICA-1,685448.76,5073267.09,-355.37,590.0,590.0,55.898067041,Bilogora
VIROVITICA-1,685448.76,5073267.09,-360.37,595.0,595.0,55.9695061561,Bilogora
VIROVITICA-1,685448.76,5073267.09,-365.37,600.0,600.0,56.0414657397,Bilogora
VIROVITICA-1,685448.76,5073267.09,-370.37,605.0,605.0,56.1139475834,Bilogora
VIROVITICA-1,685448.76,5073267.09,-375.37,610.0,610.0,56.1869534262,Bilogora
VIROVITICA-1,685448.76,5073267.09,-380.37,615.0,615.0,56.260484953,Bilogora
VIROVITICA-1,685448.76,5073267.09,-385.37,620.0,620.0,56.3345437944,Bilogora
VIROVITICA-1,685448.76,5073267.09,-390.37,625.0,625.0,56.4091315248,Bilogora
VIROVITICA-1,685448.76,5073267.09,-395.37,630.0,630.0,56.4842496621,Bilogora
VIROVITICA-1,685448.76,5073267.09,-400.37,635.0,635.0,56.5598996662,Bilogora
VIROVITICA-1,685448.76,5073267.09,-405.37,640.0,640.0,56.6360829383,Bilogora
VIROVITICA-1,685448.76,5073267.09,-410.37,645.0,645.0,56.71280082,Bilogora
VIROVITICA-1,685448.76,5073267.09,-415.37,650.0,650.0,56.7900545923,Bilogora
VIROVITICA-1,685448.76,5073267.09,-420.37,655.0,655.0,56.8678454747,Bilogora
VIROVITICA-1,685448.76,5073267.09,-425.37,660.0,660.0,56.9461746245,Bilogora
VIROVITICA-1,685448.76,5073267.09,-430.37,665.0,665.0,57.0250431358,Bilogora
VIROVITICA-1,685448.76,5073267.09,-435.37,670.0,670.0,57.1044520388,Bilogora
VIROVITICA-1,685448.76,5073267.09,-440.37,675.0,675.0,57.1844022991,Bilogora
VIROVITICA-1,685448.76,5073267.09,-445.37,680.0,680.0,57.264894817,Bilogora
VIROVITICA-1,685448.76,5073267.09,-450.37,685.0,685.0,57.3459304267,Bilogora
VIROVITICA-1,685448.76,5073267.09,-455.37,690.0,690.0,57.4275098955,Bilogora
VIROVITICA-1,685448.76,5073267.09,-460.37,695.0,695.0,57.5096339237,Bilogora
VIROVITICA-1,685448.76,5073267.09,-465.37,700.0,700.0,57.5923031435,Bilogora
VIROVITICA-1,685448.76,5073267.09,-470.37,705.0,705.0,57.6755181188,Bilogora
VIROVITICA-1,685448.76,5073267.09,-475.37,710.0,710.0,57.7592793443,Bilogora
VIROVITICA-1,685448.76,5073267.09,-480.37,715.0,715.0,57.8435872458,Bilogora
VIROVITICA-1,685448.76,5073267.09,-485.37,720.0,720.0,57.9284421787,Bilogora
VIROVITICA-1,685448.76,5073267.09,-490.37,725.0,725.0,58.0138444287,Bilogora
VIROVITICA-1,685448.76,5073267.09,-495.37,730.0,730.0,58.0997942106,Bilogora
VIROVITICA-1,685448.76,5073267.09,-500.37,735.0,735.0,58.1862916687,Bilogora
VIROVITICA-1,685448.76,5073267.09,-505.37,740.0,740.0,58.273336876,Bilogora
VIROVITICA-1,685448.76,5073267.09,-510.37,745.0,745.0,58.3609298342,Bilogora
VIROVITICA-1,685448.76,5073267.09,-515.37,750.0,750.0,58.4490704738,Bilogora
VIROVITICA-1,685448.76,5073267.09,-520.37,755.0,755.0,58.5377586535,Bilogora
VIROVITICA-1,685448.76,5073267.09,-525.37,760.0,760.0,58.6269941604,Bilogora
VIROVITICA-1,685448.76,5073267.09,-530.37,765.0,765.0,58.7167767098,Bilogora
VIROVITICA-1,685448.76,5073267.09,-535.37,770.0,770.0,58.8071059457,Bilogora
VIROVITICA-1,685448.76,5073267.09,-540.37,775.0,775.0,58.8979814401,Bilogora
VIROVITICA-1,685448.76,5073267.09,-545.37,780.0,780.0,58.9894026936,Bilogora
VIROVITICA-1,685448.76,5073267.09,-550.37,785.0,785.0,59.0813691356,Bilogora
VIROVITICA-1,685448.76,5073267.09,-555.37,790.0,790.0,59.1738801241,Bilogora
VIROVITICA-1,685448.76,5073267.09,-560.37,795.0,795.0,59.2669349462,Bilogora
VIROVITICA-1,685448.76,5073267.09,-565.37,800.0,800.0,59.3605328186,Bilogora
VIROVITICA-1,685448.76,5073267.09,-570.37,805.0,805.0,59.4546728873,Bilogora
VIROVITICA-1,685448.76,5073267.09,-575.37,810.0,810.0,59.5493542285,Bilogora
VIROVITICA-1,685448.76,5073267.09,-580.37,815.0,815.0,59.6445758489,Bilogora
VIROVITICA-1,685448.76,5073267.09,-585.37,820.0,820.0,59.7403363521,Bilogora
VIROVITICA-1,685448.76,5073267.09,-590.37,825.0,825.0,59.8366350894,Bilogora
VIROVITICA-1,685448.76,5073267.09,-595.37,830.0,830.0,59.9334707058,Bilogora
VIROVITICA-1,685448.76,5073267.09,-600.37,835.0,835.0,60.0308419347,Bilogora
VIROVITICA-1,685448.76,5073267.09,-605.37,840.0,840.0,60.1287474422,Bilogora
VIROVITICA-1,685448.76,5073267.09,-610.37,845.0,845.0,60.2271858286,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-615.37,850.0,850.0,60.3261556285,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-620.37,855.0,855.0,60.4256553118,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-625.37,860.0,860.0,60.5256832844,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-630.37,865.0,865.0,60.626237889,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-635.37,870.0,870.0,60.727317406,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-640.37,875.0,875.0,60.8289200544,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-645.37,880.0,880.0,60.9310439926,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-650.37,885.0,885.0,61.0336873197,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-655.37,890.0,890.0,61.1368480759,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-660.37,895.0,895.0,61.240524244,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-665.37,900.0,900.0,61.3447137502,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-670.37,905.0,905.0,61.4494144655,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-675.37,910.0,910.0,61.5546242061,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-680.37,915.0,915.0,61.6603407355,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-685.37,920.0,920.0,61.7665617648,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-690.37,925.0,925.0,61.8732849543,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-695.37,930.0,930.0,61.9805079147,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-700.37,935.0,935.0,62.088228208,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-705.37,940.0,940.0,62.1964433493,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-710.37,945.0,945.0,62.3051508073,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-715.37,950.0,950.0,62.4143480065,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-720.37,955.0,955.0,62.5240323276,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-725.37,960.0,960.0,62.6342011094,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-730.37,965.0,965.0,62.7448516498,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-735.37,970.0,970.0,62.8559812074,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-740.37,975.0,975.0,62.9675870025,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-745.37,980.0,980.0,63.0796662189,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-750.37,985.0,985.0,63.1922160048,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-755.37,990.0,990.0,63.3052334745,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-760.37,995.0,995.0,63.4187157097,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-765.37,1000.0,1000.0,63.5326597607,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-770.37,1005.0,1005.0,63.6470626481,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-775.37,1010.0,1010.0,63.7619213639,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-780.37,1015.0,1015.0,63.877232873,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-785.37,1020.0,1020.0,63.9929941148,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-790.37,1025.0,1025.0,64.1092020042,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-795.37,1030.0,1030.0,64.2258534332,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-800.37,1035.0,1035.0,64.3429452725,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-805.37,1040.0,1040.0,64.4604743725,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-810.37,1045.0,1045.0,64.5784375647,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-815.37,1050.0,1050.0,64.6968316636,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-820.37,1055.0,1055.0,64.8156534674,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-825.37,1060.0,1060.0,64.9348997597,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-830.37,1065.0,1065.0,65.0545673109,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-835.37,1070.0,1070.0,65.1746528795,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-840.37,1075.0,1075.0,65.2951532134,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-845.37,1080.0,1080.0,65.416065051,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-850.37,1085.0,1085.0,65.5373851232,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-855.37,1090.0,1090.0,65.6591101538,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-860.37,1095.0,1095.0,65.7812368616,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-865.37,1100.0,1100.0,65.9037619613,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-870.37,1105.0,1105.0,66.0266821647,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-875.37,1110.0,1110.0,66.1499941821,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-880.37,1115.0,1115.0,66.2736947236,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-885.37,1120.0,1120.0,66.3977805003,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-890.37,1125.0,1125.0,66.5222482254,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-895.37,1130.0,1130.0,66.6470946155,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-900.37,1135.0,1135.0,66.7723163918,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-905.37,1140.0,1140.0,66.8979102812,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-910.37,1145.0,1145.0,67.0238730174,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-915.37,1150.0,1150.0,67.1502013424,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-920.37,1155.0,1155.0,67.2768920072,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-925.37,1160.0,1160.0,67.4039417731,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-930.37,1165.0,1165.0,67.5313474126,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-935.37,1170.0,1170.0,67.6591057109,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-940.37,1175.0,1175.0,67.7872134665,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-945.37,1180.0,1180.0,67.9156674926,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-950.37,1185.0,1185.0,68.0444646179,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-955.37,1190.0,1190.0,68.1736016874,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-960.37,1195.0,1195.0,68.3030755642,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-965.37,1200.0,1200.0,68.4328960661,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-970.37,1205.0,1205.0,68.5630340933,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-975.37,1210.0,1210.0,68.6934996083,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-980.37,1215.0,1215.0,68.8242895526,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-985.37,1220.0,1220.0,68.95540089,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-990.37,1225.0,1225.0,69.0868306078,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-995.37,1230.0,1230.0,69.2185757168,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1000.37,1235.0,1235.0,69.350633253,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1005.37,1240.0,1240.0,69.4830002781,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1010.37,1245.0,1245.0,69.6156738802,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1015.37,1250.0,1250.0,69.7486511749,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1020.37,1255.0,1255.0,69.8819293058,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1025.37,1260.0,1260.0,70.0155054454,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1030.37,1265.0,1265.0,70.1493767961,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1035.37,1270.0,1270.0,70.2835405906,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1040.37,1275.0,1275.0,70.4179940927,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1045.37,1280.0,1280.0,70.5527345981,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1050.37,1285.0,1285.0,70.6877594353,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1055.37,1290.0,1290.0,70.8230659658,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1060.37,1295.0,1295.0,70.9586515851,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1065.37,1300.0,1300.0,71.0945137235,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1070.37,1305.0,1305.0,71.2306498464,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1075.37,1310.0,1310.0,71.367057455,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1080.37,1315.0,1315.0,71.5037340873,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1085.37,1320.0,1320.0,71.6406773181,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1090.37,1325.0,1325.0,71.7778847601,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1095.37,1330.0,1330.0,71.9153540643,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1100.37,1335.0,1335.0,72.0530829205,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1105.37,1340.0,1340.0,72.1910690578,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1110.37,1345.0,1345.0,72.3293102455,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1115.37,1350.0,1350.0,72.4678042933,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1120.37,1355.0,1355.0,72.6065490517,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1125.37,1360.0,1360.0,72.7455424131,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1130.37,1365.0,1365.0,72.8847823115,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1135.37,1370.0,1370.0,73.0242667237,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1140.37,1375.0,1375.0,73.1639936694,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1145.37,1380.0,1380.0,73.3039612115,KLOSTAR IVANIC
VIROVITICA-1,685448.76,5073267.09,-1150.37,1385.0,1385.0,73.4441674572,KLOSTAR IVANIC
