holeid,x,y,z,MD,TVD,TEMP,GM
VIROVITICA-3ALFA,686218.75,5073539.22,-121.85,305.0,305.0,50.6324040632,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-126.85,310.0,310.0,50.6758243728,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-131.85,315.0,315.0,50.7196712025,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-136.85,320.0,320.0,50.7638477528,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-141.85,325.0,325.0,50.8085587836,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-146.85,330.0,330.0,50.8537094808,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-151.85,335.0,335.0,50.8993042474,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-156.85,340.0,340.0,50.9453475016,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-161.85,345.0,345.0,50.9918436757,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-166.85,350.0,350.0,51.0387972145,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-171.85,355.0,355.0,51.0862125741,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-176.85,360.0,360.0,51.134094221,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-181.85,365.0,365.0,51.1824466299,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-186.85,370.0,370.0,51.2312726049,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-191.85,375.0,375.0,51.2805799408,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-196.85,380.0,380.0,51.3303731591,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-201.85,385.0,385.0,51.3806534681,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-206.85,390.0,390.0,51.4314269897,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-211.85,395.0,395.0,51.4826982182,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-216.85,400.0,400.0,51.5344716455,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-221.85,405.0,405.0,51.5867517591,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-226.85,410.0,410.0,51.6395430401,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-231.85,415.0,415.0,51.692849962,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-236.85,420.0,420.0,51.7466769881,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-241.85,425.0,425.0,51.8010285697,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-246.85,430.0,430.0,51.8559091443,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-251.85,435.0,435.0,51.9113231336,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-256.85,440.0,440.0,51.9672749408,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-261.85,445.0,445.0,52.0237689494,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-266.85,450.0,450.0,52.0808095202,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-271.85,455.0,455.0,52.1384009897,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-276.85,460.0,460.0,52.1965476676,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-281.85,465.0,465.0,52.2552538343,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-286.85,470.0,470.0,52.3145237393,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-291.85,475.0,475.0,52.374361598,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-296.85,480.0,480.0,52.4347715901,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-301.85,485.0,485.0,52.4957578567,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-306.85,490.0,490.0,52.5573255107,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-311.85,495.0,495.0,52.6194766229,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-316.85,500.0,500.0,52.6822161803,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-321.85,505.0,505.0,52.7455481465,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-326.85,510.0,510.0,52.8094764344,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-331.85,515.0,515.0,52.8740049041,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-336.85,520.0,520.0,52.9391373599,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-341.85,525.0,525.0,53.0048775483,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-346.85,530.0,530.0,53.0712291554,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-351.85,535.0,535.0,53.1381958044,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-356.85,540.0,540.0,53.205781053,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-361.85,545.0,545.0,53.2739883912,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-366.85,550.0,550.0,53.3428212388,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-371.85,555.0,555.0,53.4122829428,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-376.85,560.0,560.0,53.4823767754,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-381.85,565.0,565.0,53.5531059311,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-386.85,570.0,570.0,53.624473525,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-391.85,575.0,575.0,53.6964825901,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-396.85,580.0,580.0,53.769136075,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-401.85,585.0,585.0,53.8424368421,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-406.85,590.0,590.0,53.916387665,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-411.85,595.0,595.0,53.9909912268,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-416.85,600.0,600.0,54.0662501175,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-421.85,605.0,605.0,54.1421668327,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-426.85,610.0,610.0,54.2187437711,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-431.85,615.0,615.0,54.2959832332,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-436.85,620.0,620.0,54.3738874189,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-441.85,625.0,625.0,54.4524584262,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-446.85,630.0,630.0,54.5316982496,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-451.85,635.0,635.0,54.6116087783,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-456.85,640.0,640.0,54.6921917952,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-461.85,645.0,645.0,54.7734489749,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-466.85,650.0,650.0,54.8553818832,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-471.85,655.0,655.0,54.9379919751,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-476.85,660.0,660.0,55.0212805947,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-481.85,665.0,665.0,55.1052489735,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-486.85,670.0,670.0,55.1899056868,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-491.85,675.0,675.0,55.2752368633,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-496.85,680.0,680.0,55.3612508089,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-501.85,685.0,685.0,55.4479482984,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-506.85,690.0,690.0,55.5353299911,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-511.85,695.0,695.0,55.6233964308,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-516.85,700.0,700.0,55.7121480454,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-521.85,705.0,705.0,55.8015851472,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-526.85,710.0,710.0,55.8917079329,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-531.85,715.0,715.0,55.9825164835,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-536.85,720.0,720.0,56.0740107653,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-541.85,725.0,725.0,56.1661906302,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-546.85,730.0,730.0,56.259055816,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-551.85,735.0,735.0,56.3526059477,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-556.85,740.0,740.0,56.4468405382,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-561.85,745.0,745.0,56.5417589891,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-566.85,750.0,750.0,56.6373605925,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-571.85,755.0,755.0,56.7336445316,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-576.85,760.0,760.0,56.8306098829,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-581.85,765.0,765.0,56.928255617,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-586.85,770.0,770.0,57.0265806011,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-591.85,775.0,775.0,57.1255836002,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-596.85,780.0,780.0,57.2252632796,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-601.85,785.0,785.0,57.3256182068,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-606.85,790.0,790.0,57.4266468537,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-611.85,795.0,795.0,57.5283475989,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-616.85,800.0,800.0,57.6307187307,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-621.85,805.0,805.0,57.7337584491,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-626.85,810.0,810.0,57.8374648689,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-631.85,815.0,815.0,57.9418360228,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-636.85,820.0,820.0,58.0468698638,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-641.85,825.0,825.0,58.1525642689,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-646.85,830.0,830.0,58.2589170422,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-651.85,835.0,835.0,58.365925918,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-656.85,840.0,840.0,58.4735885647,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-661.85,845.0,845.0,58.5819025881,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-666.85,850.0,850.0,58.6908655354,Bilogora
VIROVITICA-3ALFA,686218.75,5073539.22,-671.85,855.0,855.0,58.8004748987,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-676.85,860.0,860.0,58.9107281193,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-681.85,865.0,865.0,59.0216225914,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-686.85,870.0,870.0,59.1331556668,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-691.85,875.0,875.0,59.2453246585,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-696.85,880.0,880.0,59.3581268457,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-701.85,885.0,885.0,59.4715594781,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-706.85,890.0,890.0,59.5856197805,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-711.85,895.0,895.0,59.7003049576,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-716.85,900.0,900.0,59.8156121989,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-721.85,905.0,905.0,59.9315386833,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-726.85,910.0,910.0,60.048081585,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-731.85,915.0,915.0,60.165238078,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-736.85,920.0,920.0,60.2830053415,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-741.85,925.0,925.0,60.4013805659,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-746.85,930.0,930.0,60.5203609579,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-751.85,935.0,935.0,60.6399437463,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-756.85,940.0,940.0,60.7601261881,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-761.85,945.0,945.0,60.8809055743,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-766.85,950.0,950.0,61.0022792362,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-771.85,955.0,955.0,61.1242445517,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-776.85,960.0,960.0,61.2467989517,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-781.85,965.0,965.0,61.3699399269,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-786.85,970.0,970.0,61.4936650346,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-791.85,975.0,975.0,61.6179719057,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-796.85,980.0,980.0,61.7428582521,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-801.85,985.0,985.0,61.8683218738,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-806.85,990.0,990.0,61.994374649,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-811.85,995.0,995.0,62.1209871762,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-816.85,1000.0,1000.0,62.248171001,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-821.85,1005.0,1005.0,62.3759243562,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-826.85,1010.0,1010.0,62.5042456038,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-831.85,1015.0,1015.0,62.6331332443,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-836.85,1020.0,1020.0,62.7625859259,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-841.85,1025.0,1025.0,62.8926024541,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-846.85,1030.0,1030.0,63.0231818023,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-851.85,1035.0,1035.0,63.1543231216,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-856.85,1040.0,1040.0,63.2860257522,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-861.85,1045.0,1045.0,63.4182892349,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-866.85,1050.0,1050.0,63.5511133225,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-871.85,1055.0,1055.0,63.6844979923,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-876.85,1060.0,1060.0,63.8184434594,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-881.85,1065.0,1065.0,63.9529501897,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-886.85,1070.0,1070.0,64.0880189146,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-891.85,1075.0,1075.0,64.2236506453,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-896.85,1080.0,1080.0,64.3598466884,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-901.85,1085.0,1085.0,64.4966086626,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-906.85,1090.0,1090.0,64.6339385154,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-911.85,1095.0,1095.0,64.7718385412,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-916.85,1100.0,1100.0,64.9103114002,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-921.85,1105.0,1105.0,65.0493601385,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-926.85,1110.0,1110.0,65.1889882084,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-931.85,1115.0,1115.0,65.3291994913,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-936.85,1120.0,1120.0,65.4699983202,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-941.85,1125.0,1125.0,65.6113895047,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-946.85,1130.0,1130.0,65.7533783567,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-951.85,1135.0,1135.0,65.8959707174,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-956.85,1140.0,1140.0,66.0391729864,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-961.85,1145.0,1145.0,66.1829921523,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-966.85,1150.0,1150.0,66.3274358242,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-971.85,1155.0,1155.0,66.4725122658,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-976.85,1160.0,1160.0,66.6182304316,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-981.85,1165.0,1165.0,66.7646000041,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-986.85,1170.0,1170.0,66.9116314338,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-991.85,1175.0,1175.0,67.0593359818,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-996.85,1180.0,1180.0,67.2077257634,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1001.85,1185.0,1185.0,67.3568137953,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1006.85,1190.0,1190.0,67.5066140453,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1011.85,1195.0,1195.0,67.6571414835,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1016.85,1200.0,1200.0,67.8084121375,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1021.85,1205.0,1205.0,67.9604431495,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1026.85,1210.0,1210.0,68.1132495765,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1031.85,1215.0,1215.0,68.2668575959,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1036.85,1220.0,1220.0,68.4212847205,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1041.85,1225.0,1225.0,68.5765531839,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1046.85,1230.0,1230.0,68.732686665,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1051.85,1235.0,1235.0,68.8897103621,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1056.85,1240.0,1240.0,69.0476510706,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1061.85,1245.0,1245.0,69.2065372624,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1066.85,1250.0,1250.0,69.3663991679,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1071.85,1255.0,1255.0,69.5272688592,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1076.85,1260.0,1260.0,69.6891803355,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1081.85,1265.0,1265.0,69.8521696084,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1086.85,1270.0,1270.0,70.0162747871,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1091.85,1275.0,1275.0,70.181536163,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1096.85,1280.0,1280.0,70.347996292,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1101.85,1285.0,1285.0,70.515700073,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1106.85,1290.0,1290.0,70.6846948213,KLOSTAR IVANIC
VIROVITICA-3ALFA,686218.75,5073539.22,-1111.85,1295.0,1295.0,70.8550303351,KLOSTAR IVANIC
