holeid,x,y,z,MD,TVD,TEMP,GM
LONCCARICA-1,680935.09,5070578.64,102.02,115.0,115.0,41.6963438563,Lonja
LONCCARICA-1,680935.09,5070578.64,97.02,120.0,120.0,41.7408497749,Lonja
LONCCARICA-1,680935.09,5070578.64,92.02,125.0,125.0,41.7855273401,Lonja
LONCCARICA-1,680935.09,5070578.64,87.02,130.0,130.0,41.8303771206,Lonja
LONCCARICA-1,680935.09,5070578.64,82.02,135.0,135.0,41.8753996846,Lonja
LONCCARICA-1,680935.09,5070578.64,77.02,140.0,140.0,41.9205955999,Lonja
LONCCARICA-1,680935.09,5070578.64,72.02,145.0,145.0,41.9659654338,Lonja
LONCCARICA-1,680935.09,5070578.64,67.02,150.0,150.0,42.0115097534,Lonja
LONCCARICA-1,680935.09,5070578.64,62.02,155.0,155.0,42.0572291252,Lonja
LONCCARICA-1,680935.09,5070578.64,57.02,160.0,160.0,42.1031241152,Lonja
LONCCARICA-1,680935.09,5070578.64,52.02,165.0,165.0,42.1491952889,Lonja
LONCCARICA-1,680935.09,5070578.64,47.02,170.0,170.0,42.1954432111,Lonja
LONCCARICA-1,680935.09,5070578.64,42.02,175.0,175.0,42.2418684463,Lonja
LONCCARICA-1,680935.09,5070578.64,37.02,180.0,180.0,42.288471558,Lonja
LONCCARICA-1,680935.09,5070578.64,32.02,185.0,185.0,42.3352531093,Lonja
LONCCARICA-1,680935.09,5070578.64,27.02,190.0,190.0,42.3822136626,Lonja
LONCCARICA-1,680935.09,5070578.64,22.02,195.0,195.0,42.4293537794,Lonja
LONCCARICA-1,680935.09,5070578.64,17.02,200.0,200.0,42.4766740208,Lonja
LONCCARICA-1,680935.09,5070578.64,12.02,205.0,205.0,42.5241749467,Lonja
LONCCARICA-1,680935.09,5070578.64,7.02,210.0,210.0,42.5718571165,Lonja
LONCCARICA-1,680935.09,5070578.64,2.02,215.0,215.0,42.6197210886,Lonja
LONCCARICA-1,680935.09,5070578.64,-2.98,220.0,220.0,42.6677674206,Lonja
LONCCARICA-1,680935.09,5070578.64,-7.98,225.0,225.0,42.7159966691,Lonja
LONCCARICA-1,680935.09,5070578.64,-12.98,230.0,230.0,42.7644093898,Lonja
LONCCARICA-1,680935.09,5070578.64,-17.98,235.0,235.0,42.8130061374,Lonja
LONCCARICA-1,680935.09,5070578.64,-22.98,240.0,240.0,42.8617874656,Lonja
LONCCARICA-1,680935.09,5070578.64,-27.98,245.0,245.0,42.9107539272,Lonja
LONCCARICA-1,680935.09,5070578.64,-32.98,250.0,250.0,42.9599060736,Lonja
LONCCARICA-1,680935.09,5070578.64,-37.98,255.0,255.0,43.009252291,Lonja
LONCCARICA-1,680935.09,5070578.64,-42.98,260.0,260.0,43.058777726,Lonja
LONCCARICA-1,680935.09,5070578.64,-47.98,265.0,265.0,43.1084904989,Lonja
LONCCARICA-1,680935.09,5070578.64,-52.98,270.0,270.0,43.1583911565,Lonja
LONCCARICA-1,680935.09,5070578.64,-57.98,275.0,275.0,43.2084802445,Lonja
LONCCARICA-1,680935.09,5070578.64,-62.98,280.0,280.0,43.2587583074,Lonja
LONCCARICA-1,680935.09,5070578.64,-67.98,285.0,285.0,43.3092258882,Lonja
LONCCARICA-1,680935.09,5070578.64,-72.98,290.0,290.0,43.3598835285,Lonja
LONCCARICA-1,680935.09,5070578.64,-77.98,295.0,295.0,43.4107317687,Lonja
LONCCARICA-1,680935.09,5070578.64,-82.98,300.0,300.0,43.4617711477,Lonja
LONCCARICA-1,680935.09,5070578.64,-87.98,305.0,305.0,43.5130022027,Lonja
LONCCARICA-1,680935.09,5070578.64,-92.98,310.0,310.0,43.5644254697,Lonja
LONCCARICA-1,680935.09,5070578.64,-97.98,315.0,315.0,43.616041483,Lonja
LONCCARICA-1,680935.09,5070578.64,-102.98,320.0,320.0,43.6678507752,Lonja
LONCCARICA-1,680935.09,5070578.64,-107.98,325.0,325.0,43.7198538775,Lonja
LONCCARICA-1,680935.09,5070578.64,-112.98,330.0,330.0,43.7720513194,Lonja
LONCCARICA-1,680935.09,5070578.64,-117.98,335.0,335.0,43.8244436285,Lonja
LONCCARICA-1,680935.09,5070578.64,-122.98,340.0,340.0,43.8770313309,Lonja
LONCCARICA-1,680935.09,5070578.64,-127.98,345.0,345.0,43.9298149507,Lonja
LONCCARICA-1,680935.09,5070578.64,-132.98,350.0,350.0,43.9827950104,Lonja
LONCCARICA-1,680935.09,5070578.64,-137.98,355.0,355.0,44.0359720304,Lonja
LONCCARICA-1,680935.09,5070578.64,-142.98,360.0,360.0,44.0893465294,Lonja
LONCCARICA-1,680935.09,5070578.64,-147.98,365.0,365.0,44.142919024,Lonja
LONCCARICA-1,680935.09,5070578.64,-152.98,370.0,370.0,44.1966949931,Lonja
LONCCARICA-1,680935.09,5070578.64,-157.98,375.0,375.0,44.2506650906,Lonja
LONCCARICA-1,680935.09,5070578.64,-162.98,380.0,380.0,44.3048347224,Lonja
LONCCARICA-1,680935.09,5070578.64,-167.98,385.0,385.0,44.3592043972,Bilogora
LONCCARICA-1,680935.09,5070578.64,-172.98,390.0,390.0,44.4965636316,Bilogora
LONCCARICA-1,680935.09,5070578.64,-177.98,395.0,395.0,44.6341239195,Bilogora
LONCCARICA-1,680935.09,5070578.64,-182.98,400.0,400.0,44.8033026456,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-187.98,405.0,405.0,44.9726834266,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-192.98,410.0,410.0,45.0033191491,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-197.98,415.0,415.0,45.0341579188,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-202.98,420.0,420.0,45.0793281427,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-207.98,425.0,425.0,45.1247023964,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-212.98,430.0,430.0,45.203807127,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-217.98,435.0,435.0,45.28311686,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-222.98,440.0,440.0,45.3300386027,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-227.98,445.0,445.0,45.3771663099,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-232.98,450.0,450.0,45.5036650703,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-237.98,455.0,455.0,45.6303707466,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-242.98,460.0,460.0,45.6897465307,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-247.98,465.0,465.0,45.7493301708,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-252.98,470.0,470.0,45.9169104845,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-257.98,475.0,475.0,46.0846995829,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-262.98,480.0,480.0,46.1986644326,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-267.98,485.0,485.0,46.3128389836,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-272.98,490.0,490.0,46.5278708758,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-277.98,495.0,495.0,46.7431133735,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-282.98,500.0,500.0,46.8009648151,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-287.98,505.0,505.0,46.8590277535,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-292.98,510.0,510.0,46.8677337514,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-297.98,515.0,515.0,46.8766521242,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-302.98,520.0,520.0,46.9697551857,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-307.98,525.0,525.0,47.0630714864,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-312.98,530.0,530.0,47.148311619,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-317.98,535.0,535.0,47.2337658411,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-322.98,540.0,540.0,47.3255430526,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-327.98,545.0,545.0,47.417535189,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-332.98,550.0,550.0,47.5124194875,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-337.98,555.0,555.0,47.6075195312,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-342.98,560.0,560.0,47.6599384249,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-347.98,565.0,565.0,47.7125738685,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-352.98,570.0,570.0,47.8219723661,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-357.98,575.0,575.0,47.931588202,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-362.98,580.0,580.0,48.0723663125,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-367.98,585.0,585.0,48.2133625328,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-372.98,590.0,590.0,48.3161827652,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-377.98,595.0,595.0,48.4192218619,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-382.98,600.0,600.0,48.5148817259,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-387.98,605.0,605.0,48.6107611905,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-392.98,610.0,610.0,48.7073756958,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-397.98,615.0,615.0,48.8042105197,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-402.98,620.0,620.0,48.8225646765,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-407.98,625.0,625.0,48.8411398508,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-412.98,630.0,630.0,48.9517486695,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-417.98,635.0,635.0,49.0625791849,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-422.98,640.0,640.0,49.1517776764,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-427.98,645.0,645.0,49.2411985234,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-432.98,650.0,650.0,49.3627141989,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-437.98,655.0,655.0,49.4844528674,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-442.98,660.0,660.0,49.6001507385,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-447.98,665.0,665.0,49.7160722185,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-452.98,670.0,670.0,50.051722297,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-457.98,675.0,675.0,50.3875965778,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-462.98,680.0,680.0,50.2570763762,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-467.98,685.0,685.0,50.1267809469,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-472.98,690.0,690.0,50.2251279778,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-477.98,695.0,695.0,50.323700327,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-482.98,700.0,700.0,50.4281621036,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-487.98,705.0,705.0,50.5328497197,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-492.98,710.0,710.0,50.6762187555,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-497.98,715.0,715.0,50.8198141263,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-502.98,720.0,720.0,51.0232154354,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-507.98,725.0,725.0,51.2268435484,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-512.98,730.0,730.0,51.3047671452,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-517.98,735.0,735.0,51.3829179873,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-522.98,740.0,740.0,51.5360663869,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-527.98,745.0,745.0,51.6894424447,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-532.98,750.0,750.0,51.8246831625,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-537.98,755.0,755.0,51.960151922,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-542.98,760.0,760.0,52.0879949739,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-547.98,765.0,765.0,52.2160664207,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-552.98,770.0,770.0,52.3592193233,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-557.98,775.0,775.0,52.5026009423,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-562.98,780.0,780.0,52.6272062126,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-567.98,785.0,785.0,52.7520404884,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-572.98,790.0,790.0,52.923483144,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-577.98,795.0,795.0,53.0951550605,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-582.98,800.0,800.0,53.2207601196,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-587.98,805.0,805.0,53.3465946602,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-592.98,810.0,810.0,53.4817546415,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-597.98,815.0,815.0,53.6171442889,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-602.98,820.0,820.0,53.7432267119,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-607.98,825.0,825.0,53.8695389483,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-612.98,830.0,830.0,54.024068833,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-617.98,835.0,835.0,54.1788286398,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-622.98,840.0,840.0,54.3998985069,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-627.98,845.0,845.0,54.621198365,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-632.98,850.0,850.0,54.785553236,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-637.98,855.0,855.0,54.9501381254,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-642.98,860.0,860.0,55.1003405222,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-647.98,865.0,865.0,55.2507729224,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-652.98,870.0,870.0,55.4078878681,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-657.98,875.0,875.0,55.5652327577,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-662.98,880.0,880.0,55.6848727757,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-667.98,885.0,885.0,55.8047426326,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-672.98,890.0,890.0,55.9657852473,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-677.98,895.0,895.0,56.1270575486,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-682.98,900.0,900.0,56.2621777852,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-687.98,905.0,905.0,56.3975275073,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-692.98,910.0,910.0,56.5568978917,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-697.98,915.0,915.0,56.7164975099,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-702.98,920.0,920.0,56.933010569,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-707.98,925.0,925.0,57.1497525579,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-712.98,930.0,930.0,57.3460283194,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-717.98,935.0,935.0,57.5425326528,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-722.98,940.0,940.0,57.6851961452,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-727.98,945.0,945.0,57.8280877958,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-732.98,950.0,950.0,58.1657740486,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-737.98,955.0,955.0,58.5036979149,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-742.98,960.0,960.0,58.5442869865,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-747.98,965.0,965.0,58.5851032104,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-752.98,970.0,970.0,58.5300375972,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-757.98,975.0,975.0,58.4751985435,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-762.98,980.0,980.0,58.6502857772,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-767.98,985.0,985.0,58.8255989141,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-772.98,990.0,990.0,59.0177540274,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-777.98,995.0,995.0,59.2101343219,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-782.98,1000.0,1000.0,59.3822198486,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-787.98,1005.0,1005.0,59.5545297666,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-792.98,1010.0,1010.0,59.7157832413,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-797.98,1015.0,1015.0,59.8772602477,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-802.98,1020.0,1020.0,60.2042367061,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-807.98,1025.0,1025.0,60.5314357646,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-812.98,1030.0,1030.0,60.5579327434,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-817.98,1035.0,1035.0,60.5846513166,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-822.98,1040.0,1040.0,60.7860138537,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-827.98,1045.0,1045.0,60.9875969027,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-832.98,1050.0,1050.0,61.1600600371,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-837.98,1055.0,1055.0,61.332742522,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-842.98,1060.0,1060.0,61.5507087936,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-847.98,1065.0,1065.0,61.7688931732,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-852.98,1070.0,1070.0,61.9578201233,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-857.98,1075.0,1075.0,62.1469638552,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-862.98,1080.0,1080.0,62.326931526,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-867.98,1085.0,1085.0,62.5071145665,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-872.98,1090.0,1090.0,62.7104405014,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-877.98,1095.0,1095.0,62.9139803054,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-882.98,1100.0,1100.0,62.9695220491,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-887.98,1105.0,1105.0,63.0252760702,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-892.98,1110.0,1110.0,63.2274861683,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-897.98,1115.0,1115.0,63.4299068589,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-902.98,1120.0,1120.0,63.5953528585,KLOSTAR IVANIC
LONCCARICA-1,680935.09,5070578.64,-907.98,1125.0,1125.0,63.7610076694,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-912.98,1130.0,1130.0,63.9303521186,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-917.98,1135.0,1135.0,64.0998886636,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-922.98,1140.0,1140.0,64.306571338,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-927.98,1145.0,1145.0,64.5134589624,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-932.98,1150.0,1150.0,64.6630026842,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-937.98,1155.0,1155.0,64.8127492718,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-942.98,1160.0,1160.0,65.0215740932,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-947.98,1165.0,1165.0,65.2305995904,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-952.98,1170.0,1170.0,65.4465480651,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-957.98,1175.0,1175.0,65.6626949167,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-962.98,1180.0,1180.0,65.8798120997,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-967.98,1185.0,1185.0,66.0971252492,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-972.98,1190.0,1190.0,66.2767911966,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-977.98,1195.0,1195.0,66.4566505863,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-982.98,1200.0,1200.0,66.6908678556,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-987.98,1205.0,1205.0,66.9252759265,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-992.98,1210.0,1210.0,67.2310020763,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-997.98,1215.0,1215.0,67.5369162682,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1002.98,1220.0,1220.0,67.6813138585,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1007.98,1225.0,1225.0,67.8258966098,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1012.98,1230.0,1230.0,68.1185907017,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1017.98,1235.0,1235.0,68.4114669496,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1022.98,1240.0,1240.0,68.6227501055,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1027.98,1245.0,1245.0,68.8342122858,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1032.98,1250.0,1250.0,69.0489895693,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1037.98,1255.0,1255.0,69.263942617,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1042.98,1260.0,1260.0,69.4065690928,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1047.98,1265.0,1265.0,69.5493679412,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1052.98,1270.0,1270.0,69.6100561753,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1057.98,1275.0,1275.0,69.670913257,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1062.98,1280.0,1280.0,69.9118958163,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1067.98,1285.0,1285.0,70.1530435625,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1072.98,1290.0,1290.0,70.5706105152,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1077.98,1295.0,1295.0,70.9883388562,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1082.98,1300.0,1300.0,71.1496327714,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1087.98,1305.0,1305.0,71.3110841362,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1092.98,1310.0,1310.0,71.4928150843,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1097.98,1315.0,1315.0,71.6746994011,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1102.98,1320.0,1320.0,71.9348574533,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1107.98,1325.0,1325.0,72.1951646492,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1112.98,1330.0,1330.0,72.4081298776,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1117.98,1335.0,1335.0,72.6212398788,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1122.98,1340.0,1340.0,72.9245798565,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1127.98,1345.0,1345.0,73.2280600886,IVANIC GRAD
LONCCARICA-1,680935.09,5070578.64,-1132.98,1350.0,1350.0,73.4929048895,IVANIC GRAD
