holeid,x,y,z,MD,TVD,PERM,POR,GM_lthology
LONCCARICA-1_planed,680935.09,5070578.64,102.01,115.0,115.01,18.1629740458,14.1683484573,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,97.01,120.0,120.01,18.1502088686,14.1592508471,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,92.01,125.0,125.01,18.1374441083,14.1501555636,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,87.01,130.0,130.01,18.1246797824,14.1410626204,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,82.01,135.0,135.01,18.1119159083,14.131972031,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,77.01,140.0,140.01,18.0991525033,14.122883809,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,72.01,145.0,145.01,18.0863895849,14.1137979682,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,67.01,150.0,150.01,18.0736271704,14.1047145221,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,62.01,155.0,155.01,18.0608652773,14.0956334842,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,57.01,160.0,160.01,18.048103923,14.0865548684,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,52.01,165.0,165.01,18.0353431249,14.077478688,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,47.01,170.0,170.01,18.0225829004,14.0684049568,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,42.01,175.0,175.01,18.009823267,14.0593336883,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,37.01,180.0,180.01,17.9970642421,14.0502648961,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,32.01,185.0,185.01,17.9843058431,14.0411985939,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,27.01,190.0,190.01,17.9715480874,14.0321347952,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,22.01,195.0,195.01,17.9587909926,14.0230735136,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,17.01,200.0,200.01,17.9460345761,14.0140147628,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,12.01,205.0,205.01,17.9332788553,14.0049585562,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,7.01,210.0,210.01,17.9205238476,13.9959049074,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,2.01,215.0,215.01,17.9077695706,13.9868538302,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-2.99,220.0,220.01,17.8950160417,13.9778053379,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-7.99,225.0,225.01,17.8822632783,13.9687594443,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-12.99,230.0,230.01,17.869511298,13.9597161627,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-17.99,235.0,235.01,17.8567601182,13.950675507,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-22.99,240.0,240.01,17.8440097564,13.9416374905,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-27.99,245.0,245.01,17.8312602301,13.9326021268,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-32.99,250.0,250.01,17.8185115567,13.9235694296,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-37.99,255.0,255.01,17.8057637537,13.9145394122,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-42.99,260.0,260.01,17.7930168387,13.9055120884,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-47.99,265.0,265.01,17.780270829,13.8964874716,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-52.99,270.0,270.01,17.7675257423,13.8874655753,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-57.99,275.0,275.01,17.7547815959,13.8784464131,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-62.99,280.0,280.01,17.7420384075,13.8694299985,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-67.99,285.0,285.01,17.7292961944,13.8604163451,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-72.99,290.0,290.01,17.7165549743,13.8514054663,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-77.99,295.0,295.01,17.7038147645,13.8423973757,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-82.99,300.0,300.01,17.6910755826,13.8333920867,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-87.99,305.0,305.01,17.6783374461,13.8243896129,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-92.99,310.0,310.01,17.6656003725,13.8153899678,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-97.99,315.0,315.01,17.6528643793,13.8063931648,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-102.99,320.0,320.01,17.640129484,13.7973992175,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-107.99,325.0,325.01,17.6273957042,13.7884081393,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-112.99,330.0,330.01,17.6146630573,13.7794199437,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-117.99,335.0,335.01,17.6019315609,13.7704346441,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-122.99,340.0,340.01,17.5892012324,13.7614522541,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-127.99,345.0,345.01,17.5764720894,13.7524727871,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-132.99,350.0,350.01,17.5637441494,13.7434962564,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-137.99,355.0,355.01,17.5510174299,13.7345226757,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-142.99,360.0,360.01,17.5382919484,13.7255520583,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-147.99,365.0,365.01,17.5255677225,13.7165844176,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-152.99,370.0,370.01,17.5128447695,13.7076197671,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-157.99,375.0,375.01,17.5001231072,13.6986581202,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-162.99,380.0,380.01,17.4874027529,13.6896994902,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-167.98,385.0,385.0,17.4746837242,13.6807438907,Miscellaneous (Other) 2
LONCCARICA-1_planed,680935.09,5070578.64,-172.98,390.0,390.0,17.4619660386,13.671791335,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-177.98,395.0,395.0,17.4492497136,13.6628418365,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-182.98,400.0,400.0,17.4365347668,13.6538954086,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-187.98,405.0,405.0,17.4238212156,13.6449520646,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-192.98,410.0,410.0,17.4111090775,13.636011818,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-197.98,415.0,415.0,17.39839837,13.627074682,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-202.98,420.0,420.0,17.3856891108,13.6181406701,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-207.98,425.0,425.0,17.3729813172,13.6092097956,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-212.98,430.0,430.0,17.3602750067,13.6002820718,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-217.98,435.0,435.0,17.347570197,13.5913575121,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-222.98,440.0,440.0,17.3348669054,13.5824361298,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-227.98,445.0,445.0,17.3221651495,13.5735179382,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-232.98,450.0,450.0,17.3094649468,13.5646029506,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-237.98,455.0,455.0,17.2967663148,13.5556911803,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-242.98,460.0,460.0,17.2840692709,13.5467826406,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-247.98,465.0,465.0,17.2713738327,13.5378773448,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-252.98,470.0,470.0,17.2586800176,13.5289753062,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-257.98,475.0,475.0,17.2459878432,13.520076538,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-262.98,480.0,480.0,17.2332973269,13.5111810535,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-267.98,485.0,485.0,17.2206084862,13.502288866,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-272.98,490.0,490.0,17.2079213385,13.4933999886,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-277.98,495.0,495.0,17.1952359015,13.4845144346,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-282.98,500.0,500.0,17.1825521925,13.4756322172,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-287.98,505.0,505.0,17.169870229,13.4667533497,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-292.98,510.0,510.0,17.1571900284,13.4578778453,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-297.98,515.0,515.0,17.1445116083,13.449005717,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-302.98,520.0,520.0,17.1318349861,13.4401369782,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-307.98,525.0,525.0,17.1191601793,13.431271642,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-312.98,530.0,530.0,17.1064872052,13.4224097216,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-317.98,535.0,535.0,17.0938160815,13.4135512301,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-322.98,540.0,540.0,17.0811468254,13.4046961806,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-327.98,545.0,545.0,17.0684794544,13.3958445863,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-332.98,550.0,550.0,17.0558139861,13.3869964604,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-337.98,555.0,555.0,17.0431504377,13.3781518159,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-342.98,560.0,560.0,17.0304888268,13.3693106659,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-347.98,565.0,565.0,17.0178291708,13.3604730235,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-352.98,570.0,570.0,17.0051714871,13.3516389019,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-357.98,575.0,575.0,16.992515793,13.3428083141,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-362.98,580.0,580.0,16.9798621061,13.3339812731,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-367.98,585.0,585.0,16.9672104436,13.325157792,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-372.98,590.0,590.0,16.9545608231,13.3163378839,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-377.98,595.0,595.0,16.9419132619,13.3075215617,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-382.98,600.0,600.0,16.9292677774,13.2987088385,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-387.98,605.0,605.0,16.9166243869,13.2898997273,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-392.98,610.0,610.0,16.903983108,13.2810942411,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-397.98,615.0,615.0,16.8913439578,13.2722923929,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-402.98,620.0,620.0,16.8787069538,13.2634941956,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-407.98,625.0,625.0,16.8660721134,13.2546996622,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-412.98,630.0,630.0,16.8534394539,13.2459088057,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-417.98,635.0,635.0,16.8408089926,13.2371216389,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-422.98,640.0,640.0,16.828180747,13.2283381749,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-427.98,645.0,645.0,16.8155547342,13.2195584265,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-432.98,650.0,650.0,16.8029309718,13.2107824066,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-437.98,655.0,655.0,16.7903094769,13.2020101282,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-442.98,660.0,660.0,16.7776902668,13.193241604,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-447.98,665.0,665.0,16.765073359,13.184476847,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-452.98,670.0,670.0,16.7524587707,13.1757158699,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-457.98,675.0,675.0,16.7398465192,13.1669586858,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-462.98,680.0,680.0,16.7272366218,13.1582053072,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-467.98,685.0,685.0,16.7146290957,13.1494557472,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-472.98,690.0,690.0,16.7020239583,13.1407100184,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-477.98,695.0,695.0,16.6894212268,13.1319681337,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-482.98,700.0,700.0,16.6768209184,13.1232301058,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-487.98,705.0,705.0,16.6642230504,13.1144959475,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-492.98,710.0,710.0,16.65162764,13.1057656716,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-497.98,715.0,715.0,16.6390347045,13.0970392907,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-502.98,720.0,720.0,16.6264442612,13.0883168176,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-507.98,725.0,725.0,16.6138563271,13.079598265,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-512.98,730.0,730.0,16.6012709195,13.0708836456,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-517.98,735.0,735.0,16.5886880557,13.062172972,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-522.98,740.0,740.0,16.5761077527,13.053466257,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-527.98,745.0,745.0,16.5635300278,13.0447641447,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-532.98,750.0,750.0,16.5509548982,13.0360653905,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-537.98,755.0,755.0,16.538382381,13.0273706326,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-542.98,760.0,760.0,16.5258124934,13.0186798838,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-547.98,765.0,765.0,16.5132452525,13.0099931566,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-552.98,770.0,770.0,16.5006806755,13.0013104635,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-557.98,775.0,775.0,16.4881187794,12.9926318172,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-562.98,780.0,780.0,16.4755595814,12.9839572302,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-567.98,785.0,785.0,16.4630030986,12.975286715,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-572.98,790.0,790.0,16.4504493481,12.9666202841,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-577.98,795.0,795.0,16.4378983469,12.9579579501,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-582.98,800.0,800.0,16.4253501122,12.9492997254,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-587.98,805.0,805.0,16.4128046611,12.9406456225,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-592.98,810.0,810.0,16.4002620105,12.9319956538,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-597.98,815.0,815.0,16.3877221775,12.9233498318,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-602.98,820.0,820.0,16.3751851791,12.9147081689,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-607.98,825.0,825.0,16.3626510325,12.9060706775,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-612.98,830.0,830.0,16.3501197545,12.8974373701,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-617.98,835.0,835.0,16.3375913622,12.8888082589,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-622.98,840.0,840.0,16.3250658726,12.8801833564,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-627.98,845.0,845.0,16.3125433026,12.8715626748,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-632.98,850.0,850.0,16.3000236692,12.8629462266,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-637.98,855.0,855.0,16.2875069894,12.854334024,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-642.98,860.0,860.0,16.2749932802,12.8457260794,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-647.98,865.0,865.0,16.2624825583,12.8371224049,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-652.98,870.0,870.0,16.2499748409,12.8285230129,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-657.98,875.0,875.0,16.2374701447,12.8199279156,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-662.98,880.0,880.0,16.2249684867,12.8113371253,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-667.98,885.0,885.0,16.2124698838,12.8027506541,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-672.98,890.0,890.0,16.1999743528,12.7941685142,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-677.98,895.0,895.0,16.1874819106,12.7855907179,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-682.98,900.0,900.0,16.174992574,12.7770172772,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-687.98,905.0,905.0,16.1625063599,12.7684482044,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-692.98,910.0,910.0,16.1500232851,12.7598835115,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-697.98,915.0,915.0,16.1375433664,12.7513232107,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-702.98,920.0,920.0,16.1250666205,12.742767314,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-707.98,925.0,925.0,16.1125930644,12.7342158336,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-712.98,930.0,930.0,16.1001227147,12.7256687814,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-717.98,935.0,935.0,16.0876555883,12.7171261695,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-722.98,940.0,940.0,16.0751917018,12.7085880099,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-727.98,945.0,945.0,16.0627310719,12.7000543147,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-732.98,950.0,950.0,16.0502737155,12.6915250958,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-737.98,955.0,955.0,16.0378196491,12.6830003651,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-742.98,960.0,960.0,16.0253688895,12.6744801347,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-747.98,965.0,965.0,16.0129214534,12.6659644164,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-752.98,970.0,970.0,16.0004773574,12.6574532221,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-757.98,975.0,975.0,15.9880366182,12.6489465639,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-762.98,980.0,980.0,15.9755992523,12.6404444534,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-767.98,985.0,985.0,15.9631652765,12.6319469026,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-772.98,990.0,990.0,15.9507347072,12.6234539232,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-777.98,995.0,995.0,15.9383075611,12.6149655272,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-782.98,1000.0,1000.0,15.9258838549,12.6064817263,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-787.98,1005.0,1005.0,15.9134636049,12.5980025323,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-792.98,1010.0,1010.0,15.9010468278,12.5895279569,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-797.98,1015.0,1015.0,15.8886335401,12.5810580119,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-802.98,1020.0,1020.0,15.8762237582,12.572592709,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-807.98,1025.0,1025.0,15.8638174988,12.5641320599,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-812.98,1030.0,1030.0,15.8514147782,12.5556760762,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-817.98,1035.0,1035.0,15.839015613,12.5472247697,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-822.98,1040.0,1040.0,15.8266200196,12.5387781519,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-827.98,1045.0,1045.0,15.8142280144,12.5303362345,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-832.98,1050.0,1050.0,15.8018396138,12.5218990291,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-837.98,1055.0,1055.0,15.7894548343,12.5134665473,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-842.98,1060.0,1060.0,15.7770736921,12.5050388005,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-847.98,1065.0,1065.0,15.7646962038,12.4966158004,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-852.98,1070.0,1070.0,15.7523223856,12.4881975585,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-857.98,1075.0,1075.0,15.7399522538,12.4797840862,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-862.98,1080.0,1080.0,15.7275858249,12.4713753951,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-867.98,1085.0,1085.0,15.715223115,12.4629714965,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-872.98,1090.0,1090.0,15.7028641405,12.454572402,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-877.98,1095.0,1095.0,15.6905089177,12.4461781229,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-882.98,1100.0,1100.0,15.6781574627,12.4377886707,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-887.98,1105.0,1105.0,15.6658097919,12.4294040566,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-892.98,1110.0,1110.0,15.6534659214,12.4210242921,Marls and Sandstones
LONCCARICA-1_planed,680935.09,5070578.64,-897.98,1115.0,1115.0,15.6411258674,12.4126493885,Marls and Sandstones
