holeid,x,y,z,MD,TVD,PERM,POR,GM_lthology
REZOVACCKE-2_planed,688872.79,5073318.89,89.88,125.0,125.0,35.149944779,33.8294635784,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,84.88,130.0,130.0,35.0823840006,33.7983394042,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,79.88,135.0,135.0,35.0142241753,33.7669281925,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,74.88,140.0,140.0,34.9454619147,33.7352282689,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,69.88,145.0,145.0,34.8760938671,33.7032379767,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,64.88,150.0,150.0,34.806116719,33.6709556771,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,59.88,155.0,155.0,34.7355271974,33.6383797509,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,54.88,160.0,160.0,34.6643220715,33.605508599,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,49.88,165.0,165.0,34.5924981548,33.5723406435,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,44.88,170.0,170.0,34.5200523067,33.5388743287,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,39.88,175.0,175.0,34.446981435,33.5051081219,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,34.88,180.0,180.0,34.3732824978,33.4710405148,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,29.88,185.0,185.0,34.2989525053,33.4366700244,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,24.88,190.0,190.0,34.2239885222,33.4019951938,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,19.88,195.0,195.0,34.1483876132,33.3670152374,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,14.88,200.0,200.0,34.072147071,33.3317274687,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,9.88,205.0,205.0,33.9952640804,33.2961311577,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,4.88,210.0,210.0,33.9177359454,33.2602249637,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-0.12,215.0,215.0,33.8395600352,33.2240075776,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-5.12,220.0,220.0,33.7607337869,33.1874777232,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-10.12,225.0,225.0,33.6812547073,33.1506341587,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-15.12,230.0,230.0,33.6011203756,33.1134756773,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-20.12,235.0,235.0,33.5203284453,33.0760011086,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-25.12,240.0,240.0,33.4388766472,33.0382093202,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-30.12,245.0,245.0,33.3567627909,33.0000992181,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-35.12,250.0,250.0,33.273984768,32.9616697487,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-40.12,255.0,255.0,33.1905405542,32.9229198995,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-45.12,260.0,260.0,33.1064282114,32.8838487007,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-50.12,265.0,265.0,33.0216458908,32.8444552262,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-55.12,270.0,270.0,32.9361918348,32.8047385948,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-60.12,275.0,275.0,32.8500643794,32.7646979718,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-65.12,280.0,280.0,32.7632619574,32.7243325701,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-70.12,285.0,285.0,32.6757830999,32.6836416513,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-75.12,290.0,290.0,32.587627722,32.6426245272,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-80.12,295.0,295.0,32.4987920226,32.6012805609,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-85.12,300.0,300.0,32.4092760995,32.5596091685,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-90.12,305.0,305.0,32.3190789038,32.5176098199,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-95.12,310.0,310.0,32.2281994976,32.4752820401,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-100.12,315.0,315.0,32.1366370568,32.4326254112,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-105.12,320.0,320.0,32.0443908732,32.3896395726,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-110.12,325.0,325.0,31.951460357,32.3463242234,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-115.12,330.0,330.0,31.8578450396,32.3026791226,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-120.12,335.0,335.0,31.7635445753,32.2587040915,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-125.12,340.0,340.0,31.6685587445,32.214399014,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-130.12,345.0,345.0,31.5728870866,32.1697638386,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-135.12,350.0,350.0,31.4765303725,32.124798579,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-140.12,355.0,355.0,31.3794887553,32.079503316,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-145.12,360.0,360.0,31.281761857,32.0338781983,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-150.12,365.0,365.0,31.183350461,31.987923444,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-155.12,370.0,370.0,31.0842551507,31.9416393415,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-160.12,375.0,375.0,30.9844766512,31.8950262512,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-165.12,380.0,380.0,30.8840158314,31.8480846061,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-170.12,385.0,385.0,30.782873706,31.8008149134,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-175.12,390.0,390.0,30.6810514378,31.7532177555,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-180.12,395.0,395.0,30.5785503397,31.7052937911,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-185.12,400.0,400.0,30.4753718764,31.6570437563,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-190.12,405.0,405.0,30.3715176663,31.608468466,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-195.12,410.0,410.0,30.2669894836,31.5595688142,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-200.12,415.0,415.0,30.1617892599,31.510345776,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-205.12,420.0,420.0,30.0559190858,31.4608004079,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-210.12,425.0,425.0,29.9493812126,31.4109338489,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-215.12,430.0,430.0,29.8421780539,31.3607473218,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-220.12,435.0,435.0,29.7343121871,31.3102421335,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-225.12,440.0,440.0,29.6257863547,31.2594196766,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-230.12,445.0,445.0,29.5166034657,31.2082814295,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-235.12,450.0,450.0,29.4067665965,31.1568289579,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-240.12,455.0,455.0,29.2962789927,31.1050639148,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-245.12,460.0,460.0,29.1851440694,31.052988042,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-250.12,465.0,465.0,29.0733654128,31.0006031702,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-255.12,470.0,470.0,28.9609467806,30.9479112199,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-260.12,475.0,475.0,28.847892103,30.8949142019,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-265.12,480.0,480.0,28.7342054831,30.8416142179,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-270.12,485.0,485.0,28.6198911978,30.7880134609,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-275.12,490.0,490.0,28.5049536978,30.7341142156,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-280.12,495.0,495.0,28.3893976085,30.679918859,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-285.12,500.0,500.0,28.2732277294,30.6254298606,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-290.12,505.0,505.0,28.156449035,30.5706497827,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-295.12,510.0,510.0,28.0390666744,30.5155812805,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-300.12,515.0,515.0,27.921085971,30.460226529,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-305.12,520.0,520.0,27.8025124225,30.4045895213,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-310.12,525.0,525.0,27.6833517004,30.3486726147,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-315.12,530.0,530.0,27.5636096496,30.2924788375,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-320.12,535.0,535.0,27.4432922874,30.2360113114,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-325.12,540.0,540.0,27.3224058032,30.1792732513,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-330.12,545.0,545.0,27.2009565571,30.1222679647,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-335.12,550.0,550.0,27.0789510792,30.064998852,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-340.12,555.0,555.0,26.9563960686,30.0074694059,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-345.12,560.0,560.0,26.8332983913,29.9496832111,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-350.12,565.0,565.0,26.7096650798,29.8916439436,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-355.12,570.0,570.0,26.5855033306,29.8333553705,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-360.12,575.0,575.0,26.4608205032,29.7748213493,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-365.12,580.0,580.0,26.3356241177,29.7160458272,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-370.12,585.0,585.0,26.2099218532,29.6570328403,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-375.12,590.0,590.0,26.0837215456,29.5977865129,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-380.12,595.0,595.0,25.9570311852,29.5383110568,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-385.12,600.0,600.0,25.8298589145,29.47861077,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-390.12,605.0,605.0,25.7022129195,29.418690036,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-395.12,610.0,610.0,25.5741018528,29.3585533226,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-400.12,615.0,615.0,25.4455341903,29.2982051808,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-405.12,620.0,620.0,25.3165186565,29.2376502438,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-410.12,625.0,625.0,25.1870641142,29.1768932251,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-415.12,630.0,630.0,25.0571795614,29.1159389181,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-420.12,635.0,635.0,24.926874128,29.0547921938,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-425.12,640.0,640.0,24.7961570722,28.9934580001,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-430.12,645.0,645.0,24.6650377773,28.9319413594,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-435.12,650.0,650.0,24.5335257478,28.8702473681,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-440.12,655.0,655.0,24.4016306062,28.808381194,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-445.12,660.0,660.0,24.2693620882,28.746348075,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-450.12,665.0,665.0,24.1367300399,28.6841533174,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-455.12,670.0,670.0,24.0037444128,28.6218022938,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-460.12,675.0,675.0,23.8704152602,28.5593004414,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-465.12,680.0,680.0,23.7367527329,28.4966532601,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-470.12,685.0,685.0,23.6027670747,28.4338663102,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-475.12,690.0,690.0,23.4684686183,28.3709452108,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-480.12,695.0,695.0,23.3338677804,28.3078956374,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-485.12,700.0,700.0,23.1989750574,28.2447233196,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-490.12,705.0,705.0,23.063801021,28.1814340393,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-495.12,710.0,710.0,22.9283563129,28.1180292902,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-500.12,715.0,715.0,22.7926516407,28.0545235836,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-505.12,720.0,720.0,22.6566977727,27.99091855,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-510.12,725.0,725.0,22.5205055331,27.9272201568,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-515.12,730.0,730.0,22.3840857971,27.863434412,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-520.12,735.0,735.0,22.2474494861,27.7995673615,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-525.12,740.0,740.0,22.1106075627,27.7356250869,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-530.12,745.0,745.0,21.9735710252,27.6716137028,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-535.12,750.0,750.0,21.8363509036,27.6075393543,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-540.12,755.0,755.0,21.6989582534,27.5434082147,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-545.12,760.0,760.0,21.5614041513,27.4792264824,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-550.12,765.0,765.0,21.4236996901,27.415000379,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-555.12,770.0,770.0,21.2858559731,27.350736146,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-560.12,775.0,775.0,21.1478841096,27.2864400425,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-565.12,780.0,780.0,21.0097952096,27.2221183429,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-570.12,785.0,785.0,20.871600379,27.1577773334,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-575.12,790.0,790.0,20.733310714,27.0934233101,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-580.12,795.0,795.0,20.5949372968,27.0290669515,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-585.12,800.0,800.0,20.4564911904,26.9647058704,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-590.12,805.0,805.0,20.3179834335,26.9003506955,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-595.12,810.0,810.0,20.1794250358,26.8360077349,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-600.12,815.0,815.0,20.0408269732,26.7716832927,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-605.12,820.0,820.0,19.902200183,26.7073836669,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-610.12,825.0,825.0,19.763555559,26.6431151464,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-615.12,830.0,830.0,19.6249039473,26.5788840084,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-620.12,835.0,835.0,19.4862561412,26.5146965159,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-625.12,840.0,840.0,19.347622877,26.4505589151,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-630.12,845.0,845.0,19.2090148295,26.3864774328,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-635.12,850.0,850.0,19.0704426074,26.3224582737,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-640.12,855.0,855.0,18.9319167497,26.258507618,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-645.12,860.0,860.0,18.7934477207,26.1946316187,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-650.12,865.0,865.0,18.6550459064,26.1308363995,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-655.12,870.0,870.0,18.5167216103,26.0671280518,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-660.12,875.0,875.0,18.3784850498,26.0035126329,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-665.12,880.0,880.0,18.2403463519,25.9399961629,Argillites and Marls (Clay-rich) 1
REZOVACCKE-2_planed,688872.79,5073318.89,-670.12,885.0,885.0,18.10231555,25.8765846229,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-675.12,890.0,890.0,17.96440258,25.8132839524,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-680.12,895.0,895.0,17.826617277,25.750100047,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-685.12,900.0,900.0,17.6889693718,25.6870387562,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-690.12,905.0,905.0,17.5514684878,25.6241058814,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-695.12,910.0,910.0,17.4141241377,25.5613071732,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-700.12,915.0,915.0,17.2769457206,25.4986483298,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-705.12,920.0,920.0,17.1399425191,25.4361349947,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-710.12,925.0,925.0,17.0031236964,25.3737727544,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-715.12,930.0,930.0,16.866498294,25.3115671369,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-720.12,935.0,935.0,16.7300752286,25.2495236096,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-725.12,940.0,940.0,16.5938632901,25.1876475769,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-730.12,945.0,945.0,16.4578711394,25.1259443791,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-735.12,950.0,950.0,16.3221073057,25.0644192901,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-740.12,955.0,955.0,16.1865801853,25.0030775159,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-745.12,960.0,960.0,16.0512980387,24.9419241926,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-750.12,965.0,965.0,15.9162689896,24.880964385,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-755.12,970.0,970.0,15.7815010229,24.8202030849,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-760.12,975.0,975.0,15.6470019832,24.7596452097,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-765.12,980.0,980.0,15.5127795734,24.6992956007,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-770.12,985.0,985.0,15.3788413532,24.6391590216,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-775.12,990.0,990.0,15.2451947383,24.5792401573,Marls and Sandstones
REZOVACCKE-2_planed,688872.79,5073318.89,-780.12,995.0,995.0,15.111846999,24.5195436126,Marls and Sandstones
