holeid,x,y,z,MD,TVD,PERM,POR,GM_lthology
VIROVITICA-1_planed,685448.76,5073267.09,-105.37,340.0,340.0,16.8254338148,14.0264715138,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-110.37,345.0,345.0,16.791601952,13.9995541247,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-115.37,350.0,350.0,16.7577512357,13.9726166632,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-120.37,355.0,355.0,16.7238816656,13.9456592299,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-125.37,360.0,360.0,16.6899934648,13.9186819263,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-130.37,365.0,365.0,16.6560867825,13.8916848545,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-135.37,370.0,370.0,16.6221617687,13.8646681175,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-140.37,375.0,375.0,16.5882185737,13.8376318186,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-145.37,380.0,380.0,16.5542573483,13.8105760621,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-150.37,385.0,385.0,16.5202782438,13.7835009529,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-155.37,390.0,390.0,16.4862814121,13.7564065967,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-160.37,395.0,395.0,16.4522670054,13.7292930998,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-165.37,400.0,400.0,16.4182351766,13.7021605692,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-170.37,405.0,405.0,16.3841860789,13.6750091127,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-175.37,410.0,410.0,16.3501198661,13.6478388389,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-180.37,415.0,415.0,16.3160366924,13.6206498569,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-185.37,420.0,420.0,16.2819367125,13.5934422767,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-190.37,425.0,425.0,16.2478200817,13.566216209,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-195.37,430.0,430.0,16.2136869556,13.5389717653,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-200.37,435.0,435.0,16.1795374904,13.5117090576,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-205.37,440.0,440.0,16.1453718427,13.484428199,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-210.37,445.0,445.0,16.1111901697,13.4571293031,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-215.37,450.0,450.0,16.0769926289,13.4298124844,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-220.37,455.0,455.0,16.0427793785,13.402477858,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-225.37,460.0,460.0,16.008550577,13.37512554,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-230.37,465.0,465.0,15.9743063835,13.347755647,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-235.37,470.0,470.0,15.9400469573,13.3203682966,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-240.37,475.0,475.0,15.9057724586,13.292963607,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-245.37,480.0,480.0,15.8714830478,13.2655416974,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-250.37,485.0,485.0,15.8371788858,13.2381026876,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-255.37,490.0,490.0,15.802860134,13.2106466984,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-260.37,495.0,495.0,15.7685269543,13.183173851,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-265.37,500.0,500.0,15.734179509,13.1556842679,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-270.37,505.0,505.0,15.6998179609,13.1281780721,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-275.37,510.0,510.0,15.6654424733,13.1006553875,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-280.37,515.0,515.0,15.6310532101,13.0731163389,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-285.37,520.0,520.0,15.5966503353,13.0455610517,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-290.37,525.0,525.0,15.5622340137,13.0179896524,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-295.37,530.0,530.0,15.5278044105,12.9904022682,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-300.37,535.0,535.0,15.4933616912,12.962799027,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-305.37,540.0,540.0,15.458906022,12.935180058,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-310.37,545.0,545.0,15.4244375694,12.9075454907,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-315.37,550.0,550.0,15.3899565005,12.8798954558,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-320.37,555.0,555.0,15.3554629826,12.8522300849,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-325.37,560.0,560.0,15.3209571839,12.8245495102,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-330.37,565.0,565.0,15.2864392727,12.796853865,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-335.37,570.0,570.0,15.2519094178,12.7691432834,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-340.37,575.0,575.0,15.2173677887,12.7414179005,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-345.37,580.0,580.0,15.1828145552,12.7136778521,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-350.37,585.0,585.0,15.1482498874,12.685923275,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-355.37,590.0,590.0,15.1136739563,12.6581543069,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-360.37,595.0,595.0,15.0790869329,12.6303710866,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-365.37,600.0,600.0,15.0444889889,12.6025737535,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-370.37,605.0,605.0,15.0098802965,12.574762448,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-375.37,610.0,610.0,14.9752610283,12.5469373117,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-380.37,615.0,615.0,14.9406313573,12.5190984869,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-385.37,620.0,620.0,14.905991457,12.4912461169,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-390.37,625.0,625.0,14.8713415014,12.4633803459,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-395.37,630.0,630.0,14.836681665,12.4355013191,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-400.37,635.0,635.0,14.8020121226,12.4076091828,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-405.37,640.0,640.0,14.7673330497,12.3797040841,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-410.37,645.0,645.0,14.732644622,12.3517861712,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-415.37,650.0,650.0,14.6979470159,12.3238555932,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-420.37,655.0,655.0,14.6632404082,12.2959125002,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-425.37,660.0,660.0,14.6285249759,12.2679570434,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-430.37,665.0,665.0,14.593800897,12.239989375,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-435.37,670.0,670.0,14.5590683494,12.2120096481,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-440.37,675.0,675.0,14.5243275119,12.184018017,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-445.37,680.0,680.0,14.4895785634,12.1560146369,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-450.37,685.0,685.0,14.4548216837,12.127999664,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-455.37,690.0,690.0,14.4200570525,12.0999732559,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-460.37,695.0,695.0,14.3852848506,12.0719355708,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-465.37,700.0,700.0,14.3505052588,12.0438796392,Argillites and Marls (Clay-rich) 1
VIROVITICA-1_planed,685448.76,5073267.09,-470.37,705.0,705.0,14.3157184585,12.0158198036,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-475.37,710.0,710.0,14.2809246316,11.9877491717,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-480.37,715.0,715.0,14.2461239606,11.9596679062,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-485.37,720.0,720.0,14.2113166281,11.9315761709,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-490.37,725.0,725.0,14.1765028176,11.9034741308,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-495.37,730.0,730.0,14.1416827128,11.8753619519,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-500.37,735.0,735.0,14.1068541086,11.8472398015,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-505.37,740.0,740.0,14.0720219423,11.8191078478,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-510.37,745.0,745.0,14.0371840354,11.7909662605,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-515.37,750.0,750.0,14.0023446718,11.7628152101,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-520.37,755.0,755.0,13.9674958884,11.7346548685,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-525.37,760.0,760.0,13.9326419236,11.7064854087,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-530.37,765.0,765.0,13.8977829643,11.6783070049,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-535.37,770.0,770.0,13.8629191983,11.6501198324,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-540.37,775.0,775.0,13.8280508135,11.621924068,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-545.37,780.0,780.0,13.7931779986,11.5937198894,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-550.37,785.0,785.0,13.7583009426,11.5655074757,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-555.37,790.0,790.0,13.7234198349,11.5373020964,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-560.37,795.0,795.0,13.6885348657,11.5090739293,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-565.37,800.0,800.0,13.6536462254,11.4808380739,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-570.37,805.0,805.0,13.6187541051,11.4525947145,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-575.37,810.0,810.0,13.5838586962,11.4243440364,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-580.37,815.0,815.0,13.5489601907,11.3960862263,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-585.37,820.0,820.0,13.514058781,11.3678214722,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-590.37,825.0,825.0,13.4791546603,11.3395499636,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-595.37,830.0,830.0,13.4442480219,11.311271891,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-600.37,835.0,835.0,13.4093390599,11.2829874466,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-605.37,840.0,840.0,13.3744279688,11.2546968236,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-610.37,845.0,845.0,13.3395149435,11.2264002168,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-615.37,850.0,850.0,13.3046001796,11.1980978224,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-620.37,855.0,855.0,13.2696838731,11.1697898378,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-625.37,860.0,860.0,13.2347662205,11.1414764621,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-630.37,865.0,865.0,13.1998474189,11.1131578955,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-635.37,870.0,870.0,13.1649276659,11.0848254456,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-640.37,875.0,875.0,13.1300071596,11.056497,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-645.37,880.0,880.0,13.0950860986,11.0281639724,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-650.37,885.0,885.0,13.060164682,10.999826569,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-655.37,890.0,890.0,13.0252431096,10.9714885129,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-660.37,895.0,895.0,12.9903215816,10.9431430076,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-665.37,900.0,900.0,12.9554002986,10.9147937536,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-670.37,905.0,905.0,12.9204794622,10.8864409629,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-675.37,910.0,910.0,12.8855592739,10.8580848492,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-680.37,915.0,915.0,12.8506370759,10.829725628,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-685.37,920.0,920.0,12.8157187598,10.801363516,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-690.37,925.0,925.0,12.7808017005,10.7729987318,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-695.37,930.0,930.0,12.7458861021,10.7446314954,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-700.37,935.0,935.0,12.7109721694,10.7162620285,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-705.37,940.0,940.0,12.6760601073,10.6878905543,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-710.37,945.0,945.0,12.6411501218,10.659517298,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-715.37,950.0,950.0,12.606242419,10.6311424861,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-720.37,955.0,955.0,12.571337206,10.602766347,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-725.37,960.0,960.0,12.5364346902,10.5743891106,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-730.37,965.0,965.0,12.5015350796,10.5460110088,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-735.37,970.0,970.0,12.466638583,10.5176322749,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-740.37,975.0,975.0,12.4317454096,10.4892531443,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-745.37,980.0,980.0,12.3968557692,10.4608738539,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-750.37,985.0,985.0,12.3619698723,10.4324946425,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-755.37,990.0,990.0,12.32708793,10.4041157507,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-760.37,995.0,995.0,12.2922101538,10.3757374209,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-765.37,1000.0,1000.0,12.2573367562,10.3473598973,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-770.37,1005.0,1005.0,12.2224679501,10.318983426,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-775.37,1010.0,1010.0,12.1876039489,10.290608255,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-780.37,1015.0,1015.0,12.1527449669,10.2622346342,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-785.37,1020.0,1020.0,12.1178912189,10.2338628152,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-790.37,1025.0,1025.0,12.0830429203,10.205493052,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-795.37,1030.0,1030.0,12.0482002873,10.1771256,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-800.37,1035.0,1035.0,12.0133635366,10.148760717,Marls and Sandstones
VIROVITICA-1_planed,685448.76,5073267.09,-805.37,1040.0,1040.0,11.9785328856,10.1203986626,Marls and Sandstones
