holeid,x,y,z,MD,TVD,PERM,POR,GM_lthology
VIROVITICA-3ALFA_planed,686218.75,5073539.22,73.15,110.0,110.0,19.2215740914,16.9369335059,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,68.15,115.0,115.0,19.1828012469,16.9074529306,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,63.15,120.0,120.0,19.1439890148,16.8779328663,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,58.15,125.0,125.0,19.1051375845,16.8483733701,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,53.15,130.0,130.0,19.0662471461,16.8187745002,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,48.15,135.0,135.0,19.0273178909,16.7891363148,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,43.15,140.0,140.0,18.9883500108,16.7594588731,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,38.15,145.0,145.0,18.949343699,16.7297422344,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,33.15,150.0,150.0,18.9102991492,16.6999864589,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,28.15,155.0,155.0,18.8712165562,16.6701916071,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,23.15,160.0,160.0,18.8320961159,16.64035774,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,18.15,165.0,165.0,18.7929380247,16.6104849193,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,13.15,170.0,170.0,18.7537424801,16.5805732071,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,8.15,175.0,175.0,18.7145096806,16.5506226659,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,3.15,180.0,180.0,18.6752398252,16.5206333589,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-1.85,185.0,185.0,18.6359331142,16.4906053498,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-6.85,190.0,190.0,18.5965897485,16.4605387028,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-11.85,195.0,195.0,18.55720993,16.4304334825,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-16.85,200.0,200.0,18.5177938613,16.4002897541,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-21.85,205.0,205.0,18.4783417459,16.3701075834,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-26.85,210.0,210.0,18.4388537883,16.3398870365,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-31.85,215.0,215.0,18.3993301937,16.3096281802,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-36.85,220.0,220.0,18.359771168,16.2793310817,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-41.85,225.0,225.0,18.3201769182,16.2489958086,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-46.85,230.0,230.0,18.2805476519,16.2186224294,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-51.85,235.0,235.0,18.2408835777,16.1882110126,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-56.85,240.0,240.0,18.2011849048,16.1577616276,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-61.85,245.0,245.0,18.1614518433,16.1272743441,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-66.85,250.0,250.0,18.1216846042,16.0967492322,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-71.85,255.0,255.0,18.081883399,16.0661863628,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-76.85,260.0,260.0,18.0420484403,16.0355858071,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-81.85,265.0,265.0,18.0021799413,16.0049476367,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-86.85,270.0,270.0,17.962278116,15.9742719239,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-91.85,275.0,275.0,17.9223431791,15.9435587413,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-96.85,280.0,280.0,17.8823753462,15.9128081623,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-101.85,285.0,285.0,17.8423748334,15.8820202603,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-106.85,290.0,290.0,17.8023418578,15.8511951097,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-111.85,295.0,295.0,17.7622766371,15.8203327849,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-116.85,300.0,300.0,17.7221793897,15.7894333612,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-121.85,305.0,305.0,17.6820503349,15.7584969142,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-126.85,310.0,310.0,17.6418896924,15.7275235199,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-131.85,315.0,315.0,17.6016976828,15.6965132548,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-136.85,320.0,320.0,17.5614745275,15.6654661961,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-141.85,325.0,325.0,17.5212204483,15.6343824211,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-146.85,330.0,330.0,17.4809356679,15.6032620079,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-151.85,335.0,335.0,17.4406204097,15.5721050349,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-156.85,340.0,340.0,17.4002748975,15.5409115809,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-161.85,345.0,345.0,17.3598993561,15.5096817255,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-166.85,350.0,350.0,17.3194940107,15.4784155483,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-171.85,355.0,355.0,17.2790590872,15.4471131298,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-176.85,360.0,360.0,17.2385948123,15.4157745505,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-181.85,365.0,365.0,17.198101413,15.3843998918,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-186.85,370.0,370.0,17.1575791173,15.3529892353,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-191.85,375.0,375.0,17.1170281535,15.3215426631,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-196.85,380.0,380.0,17.0764487506,15.2900602577,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-201.85,385.0,385.0,17.0358411384,15.2585421022,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-206.85,390.0,390.0,16.9952055469,15.2269882801,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-211.85,395.0,395.0,16.9545422069,15.1953988751,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-216.85,400.0,400.0,16.91385135,15.1637739717,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-221.85,405.0,405.0,16.8731332078,15.1321136547,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-226.85,410.0,410.0,16.832388013,15.1004180092,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-231.85,415.0,415.0,16.7916159986,15.0686871209,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-236.85,420.0,420.0,16.750817398,15.0369210759,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-241.85,425.0,425.0,16.7099924455,15.0051199607,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-246.85,430.0,430.0,16.6691413755,14.9732838622,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-251.85,435.0,435.0,16.6282644233,14.9414128679,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-256.85,440.0,440.0,16.5873618245,14.9095070654,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-261.85,445.0,445.0,16.5464338152,14.8775665431,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-266.85,450.0,450.0,16.505480632,14.8455913895,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-271.85,455.0,455.0,16.464502512,14.8135816936,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-276.85,460.0,460.0,16.4234996927,14.781537545,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-281.85,465.0,465.0,16.3824724122,14.7494590335,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-286.85,470.0,470.0,16.3414209089,14.7173462494,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-291.85,475.0,475.0,16.3003454219,14.6851992834,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-296.85,480.0,480.0,16.2592461903,14.6530182265,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-301.85,485.0,485.0,16.218123454,14.6208031702,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-306.85,490.0,490.0,16.1769774532,14.5885542065,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-311.85,495.0,495.0,16.1358084285,14.5562714276,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-316.85,500.0,500.0,16.0946166209,14.5239582413,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-321.85,505.0,505.0,16.0534022718,14.4916081456,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-326.85,510.0,510.0,16.0121656229,14.459224514,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-331.85,515.0,515.0,15.9709069164,14.4268074403,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-336.85,520.0,520.0,15.9296263948,14.3943570189,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-341.85,525.0,525.0,15.8883243009,14.3618733442,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-346.85,530.0,530.0,15.847000878,14.3293565113,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-351.85,535.0,535.0,15.8056563696,14.2968066155,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-356.85,540.0,540.0,15.7642910195,14.2642237526,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-361.85,545.0,545.0,15.7229050719,14.2316080186,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-366.85,550.0,550.0,15.6814987713,14.1989595099,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-371.85,555.0,555.0,15.6400723625,14.1662783235,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-376.85,560.0,560.0,15.5986260906,14.1335645565,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-381.85,565.0,565.0,15.5571602008,14.1008183064,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-386.85,570.0,570.0,15.5156749389,14.0680396712,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-391.85,575.0,575.0,15.4741705507,14.035228749,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-396.85,580.0,580.0,15.4326472822,14.0023856386,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-401.85,585.0,585.0,15.39110538,13.9695104387,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-406.85,590.0,590.0,15.3495450905,13.9366032488,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-411.85,595.0,595.0,15.3079666606,13.9036641685,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-416.85,600.0,600.0,15.2663703374,13.8706932976,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-421.85,605.0,605.0,15.224756368,13.8376907366,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-426.85,610.0,610.0,15.1831249998,13.804656586,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-431.85,615.0,615.0,15.1414764806,13.7715909469,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-436.85,620.0,620.0,15.0998110581,13.7384939205,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-441.85,625.0,625.0,15.0581289801,13.7053656083,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-446.85,630.0,630.0,15.0164304949,13.6722061125,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-451.85,635.0,635.0,14.9747158507,13.6390155351,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-456.85,640.0,640.0,14.9329852958,13.6057939788,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-461.85,645.0,645.0,14.8912390787,13.5725415465,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-466.85,650.0,650.0,14.8494774481,13.5392583413,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-471.85,655.0,655.0,14.8077006527,13.5059444667,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-476.85,660.0,660.0,14.7659089412,13.4726000265,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-481.85,665.0,665.0,14.7241025627,13.4392251247,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-486.85,670.0,670.0,14.6822817661,13.4058198659,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-491.85,675.0,675.0,14.6404468004,13.3723843546,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-496.85,680.0,680.0,14.5985979147,13.3389186958,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-501.85,685.0,685.0,14.5567353582,13.3054229947,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-506.85,690.0,690.0,14.5148593801,13.271897357,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-511.85,695.0,695.0,14.4729702296,13.2383418883,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-516.85,700.0,700.0,14.4310681558,13.2047566949,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-521.85,705.0,705.0,14.3891534082,13.1711418829,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-526.85,710.0,710.0,14.3472262358,13.1374975592,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-531.85,715.0,715.0,14.3052868879,13.1038238305,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-536.85,720.0,720.0,14.2633356137,13.0701208041,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-541.85,725.0,725.0,14.2213726624,13.0363885873,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-546.85,730.0,730.0,14.1793982831,13.0026272878,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-551.85,735.0,735.0,14.1374127248,12.9688370136,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-556.85,740.0,740.0,14.0954162366,12.9350178729,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-561.85,745.0,745.0,14.0534090674,12.901169974,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-566.85,750.0,750.0,14.0113914661,12.8672934256,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-571.85,755.0,755.0,13.9693636815,12.8333883367,Argillites and Marls (Clay-rich) 1
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-576.85,760.0,760.0,13.9273259621,12.7994548163,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-581.85,765.0,765.0,13.8852785566,12.765492974,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-586.85,770.0,770.0,13.8432217134,12.7315029192,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-591.85,775.0,775.0,13.8011556808,12.6974847618,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-596.85,780.0,780.0,13.7590807069,12.663438612,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-601.85,785.0,785.0,13.7169970399,12.6293645798,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-606.85,790.0,790.0,13.6749049274,12.595262776,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-611.85,795.0,795.0,13.6328046173,12.5611333111,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-616.85,800.0,800.0,13.5906963569,12.526976296,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-621.85,805.0,805.0,13.5485803937,12.492791842,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-626.85,810.0,810.0,13.5064569747,12.4585800603,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-631.85,815.0,815.0,13.4643263469,12.4243410624,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-636.85,820.0,820.0,13.4221887569,12.3900749602,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-641.85,825.0,825.0,13.3800444513,12.3557818654,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-646.85,830.0,830.0,13.3378936761,12.3214618902,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-651.85,835.0,835.0,13.2957366775,12.2871151469,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-656.85,840.0,840.0,13.253573701,12.2527417479,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-661.85,845.0,845.0,13.2114049923,12.2183418059,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-666.85,850.0,850.0,13.1692307964,12.1839154337,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-671.85,855.0,855.0,13.1270513582,12.1494627444,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-676.85,860.0,860.0,13.0848669224,12.1149838509,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-681.85,865.0,865.0,13.0426777332,12.0804788668,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-686.85,870.0,870.0,13.0004840346,12.0459479055,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-691.85,875.0,875.0,12.9582860703,12.0113910805,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-696.85,880.0,880.0,12.9160840836,11.9768085057,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-701.85,885.0,885.0,12.8738783175,11.9422002951,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-706.85,890.0,890.0,12.8316690146,11.9075665627,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-711.85,895.0,895.0,12.7894564171,11.8729074228,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-716.85,900.0,900.0,12.747240767,11.8382229897,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-721.85,905.0,905.0,12.7050223058,11.8035133779,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-726.85,910.0,910.0,12.6628012747,11.7687787021,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-731.85,915.0,915.0,12.6205779142,11.734019077,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-736.85,920.0,920.0,12.5783524649,11.6992346175,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-741.85,925.0,925.0,12.5361251665,11.6644254386,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-746.85,930.0,930.0,12.4938962586,11.6295916555,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-751.85,935.0,935.0,12.4516659801,11.5947333833,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-756.85,940.0,940.0,12.4094345698,11.5598507375,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-761.85,945.0,945.0,12.3672022658,11.5249438334,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-766.85,950.0,950.0,12.3249693057,11.4900127866,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-771.85,955.0,955.0,12.2827359268,11.4550577128,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-776.85,960.0,960.0,12.2405023658,11.4200787278,Marls and Sandstones
VIROVITICA-3ALFA_planed,686218.75,5073539.22,-781.85,965.0,965.0,12.198268859,11.3850759472,Marls and Sandstones
